OrthoSymbol	atlanticHagfish	fareasternBrookLamprey	seaLamprey
OG0013003		LOC133348574	LOC116939018
OG0013004		LOC133348575	LOC116939050
OG0013005		LOC133348580	LOC116939044
OG0013006		LOC133348583	LOC116939032
OG0013007		LOC133348587	LOC116939020
OG0013008		LOC133348592	LOC116939036
OG0013009		LOC133348611	LOC116939006
OG0013010		LOC133348612	LOC116939004
OG0013011		LOC133348619	LOC116938997
OG0013012		LOC133348622	LOC116939283
OG0013013		LOC133348625	LOC116938993
OG0013014		LOC133348629	LOC116938988
OG0013015		LOC133348633	LOC116938986
OG0013016		LOC133348635	LOC116938983
OG0013017		LOC133348637	LOC116938979
OG0013018		LOC133348659	LOC116938946
OG0013019		LOC133348674	LOC116938941
OG0013020		LOC133348676	LOC116938937
OG0013021		LOC133348677	LOC116938936
OG0013022		LOC133348712	LOC116950082
OG0013023		LOC133348739	LOC116950294
OG0013024		LOC133348752	LOC116950283
OG0013025		LOC133348759	LOC116950277
OG0013026		LOC133348776	LOC142930364
OG0013027		LOC133348778	LOC116950238
OG0013028		LOC133348787	LOC116950253
OG0013029		LOC133348788	LOC116950262
OG0013030		LOC133348791	LOC142930367
OG0013031		LOC133348792	LOC116950235
OG0013032		LOC133348795	LOC116950303
OG0013033		LOC133348803	LOC116950271
OG0013034		LOC133348813	LOC116951828
OG0013035		LOC133348820	LOC116950060
OG0013036		LOC133348838	LOC116950072
OG0013037		LOC133348843	LOC116950224
OG0013038		LOC133348844	LOC116951918
OG0013039		LOC133348853	LOC116950056
OG0013040		LOC133348865	LOC116950205
OG0013041		LOC133348867	LOC116950204
OG0013042		LOC133348898	LOC116950171
OG0013043		LOC133348899	LOC116950181
OG0013044		LOC133348910	LOC116950209
OG0013045		LOC133348914	LOC116950157
OG0013046		LOC133348919	LOC116950316
OG0013047		LOC133348922	LOC116951996
OG0013048		LOC133348946	LOC116950101
OG0013049		LOC133348960	TBX2
OG0013050		LOC133348977	LOC116950114
OG0013051		LOC133348979	LOC116950130
OG0013052		LOC133348991	LOC116950305
OG0013053		LOC133349024	LOC116951986
OG0013054		LOC133349062	LOC116942652
OG0013055		LOC133349065	LOC116942689
OG0013056		LOC133349069	LOC116942717
OG0013057		LOC133349071	LOC142924622
OG0013058		LOC133349073	LOC116942639
OG0013059		LOC133349082	LOC116957768
OG0013060		LOC133349085	LOC116957769
OG0013061		LOC133349087	LOC116957771
OG0013062		LOC133349090	LOC116942525
OG0013063		LOC133349091	LOC116942526
OG0013064		LOC133349094	LOC116942528
OG0013065		LOC133349105	LOC116942536
OG0013066		LOC133349106	LOC116942504
OG0013067		LOC133349107	ENOSF1
OG0013068		LOC133349109	LOC116942540
OG0013069		LOC133349118	LOC116942549
OG0013070		LOC133349125	LOC116942559
OG0013071		LOC133349127	LOC116942515
OG0013072		LOC133349129	LOC116942625
OG0013073		LOC133349134	LOC116942557
OG0013074		LOC133349152	LOC116942513
OG0013075		LOC133349153	LOC116942607
OG0013076		LOC133349156	LOC116942603
OG0013077		LOC133349158	LOC116951876
OG0013078		LOC133349161	LOC116942600
OG0013079		LOC133349164	LOC116942596
OG0013080		LOC133349177	LOC116942584
OG0013081		LOC133349184	LOC116942573
OG0013082		LOC133349194	LOC116942512
OG0013083		LOC133349198	LOC116942567
OG0013084		LOC133349211	LOC116942633
OG0013085		LOC133349218	LOC116942642
OG0013086		LOC133349220	LOC116942644
OG0013087		LOC133349226	LOC116942654
OG0013088		LOC133349227	LOC116951874
OG0013089		LOC133349228	LOC116942653
OG0013090		LOC133349232	LOC116942658
OG0013091		LOC133349236	LOC116942664
OG0013092		LOC133349237	LOC116942666
OG0013093		LOC133349242	LOC116951983
OG0013094		LOC133349244	LOC116942671
OG0013095		LOC133349248	LOC116951872
OG0013096		LOC133349252	LOC116942678
OG0013097		LOC133349253	LOC116942680
OG0013098		LOC133349258	LOC116942685
OG0013099		LOC133349262	LOC116942695
OG0013100		LOC133349263	LOC116951949
OG0013101		LOC133349275	LOC116942710
OG0013102		LOC133349276	LOC116942711
OG0013103		LOC133349280	LOC116942715
OG0013104		LOC133349302	LOC116942582
OG0013105		LOC133349343	LOC142924560
OG0013106		LOC133349344	LOC116942494
OG0013107		LOC133349358	LOC116942486
OG0013108		LOC133349363	LOC142924562
OG0013109		LOC133349380	LOC116942460
OG0013110		LOC133349382	LOC116942455
OG0013112		LOC133349420	LOC116942419
OG0013113		LOC133349443	LOC116942391
OG0013114		LOC133349450	LOC116942385
OG0013115		LOC133349456	LOC116942377
OG0013116		LOC133349461	LOC116942262
OG0013117		LOC133349462	LOC116942376
OG0013118		LOC133349463	LOC116942375
OG0013119		LOC133349464	LOC116942374
OG0013120		LOC133349466	LOC116942371
OG0013121		LOC133349477	LOC116942362
OG0013122		LOC133349478	LOC116951895
OG0013123		LOC133349494	LOC116942346
OG0013124		LOC133349504	LOC116942337
OG0013125		LOC133349506	LOC116942335
OG0013126		LOC133349511	LOC116942259
OG0013127		LOC133349514	LOC116942323
OG0013128		LOC133349516	LOC116951961
OG0013129		LOC133349528	LOC116951893
OG0013130		LOC133349534	LOC116942256
OG0013131		LOC133349536	LOC116951962
OG0013132		LOC133349539	LOC116942303
OG0013133		LOC133349540	LOC116942302
OG0013134		LOC133349542	LOC116942301
OG0013135		LOC133349543	LOC116942300
OG0013136		LOC133349547	LOC116942255
OG0013137		LOC133349549	LOC116942296
OG0013138		LOC133349550	LOC116942297
OG0013139		LOC133349551	LOC116942295
OG0013140		LOC133349562	LOC116942283
OG0013141		LOC133349563	LOC116942282
OG0013142		LOC133349566	LOC116942278
OG0013143		LOC133349567	LOC116942279
OG0013144		LOC133349578	LOC116942365
OG0013145		LOC133349579	LOC116942456
OG0013146		LOC133349593	LOC116942405
OG0013147		LOC133349594	LOC116942333
OG0013148		LOC133349600	TLCD1
OG0013149		LOC133349602	LOC116942313
OG0013150		LOC133349613	LOC116948751
OG0013151		LOC133349614	LOC116952001
OG0013152		LOC133349619	LOC116948743
OG0013153		LOC133349620	LOC116951863
OG0013154		LOC133349623	LOC116948739
OG0013155		LOC133349624	LOC116948740
OG0013156		LOC133349629	LOC116951966
OG0013157		LOC133349636	LOC116948728
OG0013158		LOC133349650	LOC116948546
OG0013159		LOC133349664	LOC116948703
OG0013160		LOC133349667	LOC116948700
OG0013161		LOC133349669	LOC116948699
OG0013162		LOC133349670	LOC116951965
OG0013163		LOC133349672	LOC116948695
OG0013164		LOC133349674	LOC116948692
OG0013165		LOC133349694	LOC116948669
OG0013166		LOC133349696	LOC116948671
OG0013167		LOC133349697	LOC116948668
OG0013168		LOC133349699	LOC116951971
OG0013169		LOC133349702	LOC116948664
OG0013170		LOC133349707	LOC142930889
OG0013171		LOC133349708	LOC116948657
OG0013172		LOC133349714	LOC116948649
OG0013173		LOC133349715	LOC116948647
OG0013174		LOC133349716	DHRS9
OG0013175		LOC133349724	LOC116948638
OG0013176		LOC133349726	LOC116948636
OG0013177		LOC133349739	LOC116948630
OG0013178		LOC133349740	LOC116948629
OG0013179		LOC133349748	LOC116948616
OG0013180		LOC133349749	LOC116948615
OG0013181		LOC133349759	CYP27C1
OG0013182		LOC133349767	LOC116948597
OG0013183		LOC133349768	LOC116948596
OG0013184		LOC133349771	LOC103091731
OG0013185		LOC133349773	LOC116948594
OG0013186		LOC133349775	LOC116948591
OG0013187		LOC133349784	LOC116948589
OG0013188		LOC133349789	LOC116948572
OG0013189		LOC133349794	LOC116948569
OG0013190		LOC133349799	LOC116948566
OG0013191		LOC133349802	LOC116948539
OG0013192		LOC133349803	LOC116948562
OG0013193		LOC133349805	LOC142929763
OG0013195		LOC133349813	LOC116948553
OG0013196		LOC133349821	LOC116955296
OG0013197		LOC133349823	LOC116951883
OG0013198		LOC133349825	LOC116955428
OG0013199		LOC133349829	LOC116951907
OG0013200		LOC133349832	LOC116948723
OG0013201		LOC133349834	LOC116948662
OG0013202		LOC133349836	LOC116948661
OG0013203		LOC133349839	LOC116948604
OG0013204		LOC133349847	LOC116948745
OG0013205		LOC133349853	LOC116948541
OG0013206		LOC133349855	LOC116948565
OG0013207		LOC133349862	LOC116948535
OG0013208		LOC133349898	LOC116943670
OG0013209		LOC133349901	LOC116943669
OG0013210		LOC133349902	LOC116943668
OG0013211		LOC133349903	LOC116943665
OG0013212		LOC133349909	LOC116943663
OG0013213		LOC133349926	LOC116955029
OG0013214		LOC133349927	LOC116951976
OG0013215		LOC133349962	LOC116943474
OG0013216		LOC133349966	LOC116943646
OG0013217		LOC133349994	LOC116943621
OG0013218		LOC133350004	LOC116943612
OG0013219		LOC133350005	LOC142930890
OG0013220		LOC133350020	LOC103091779
OG0013221		LOC133350022	LOC116943598
OG0013222		LOC133350030	LOC116943589
OG0013223		LOC133350041	LOC116943575
OG0013224		LOC133350058	LOC116943551
OG0013225		LOC133350061	LOC142925071
OG0013226		LOC133350073	LOC116943543
OG0013227		LOC133350077	LOC116943538
OG0013228		LOC133350080	CYB5D2
OG0013229		LOC133350102	LOC116943468
OG0013230		LOC133350107	LOC116943463
OG0013231		LOC133350114	LOC116943597
OG0013232		LOC133350119	LOC116951898
OG0013233		LOC133350128	LOC116943464
OG0013234		LOC133350131	LOC116943661
OG0013235		LOC133350161	LOC142905705
OG0013236		LOC133350165	LOC116940112
OG0013237		LOC133350166	LOC116951972
OG0013238		LOC133350167	LOC116940045
OG0013239		LOC133350169	LOC116940081
OG0013240		LOC133350172	LOC116951943
OG0013241		LOC133350177	LOC116951942
OG0013242		LOC133350178	LOC116940029
OG0013243		LOC133350182	LOC116940032
OG0013244		LOC133350187	LOC116940084
OG0013245		LOC133350188	LOC116940036
OG0013246		LOC133350205	LOC116951941
OG0013247		LOC133350219	LOC116940106
OG0013248		LOC133350223	LOC116940005
OG0013249		LOC133350233	LOC116939997
OG0013250		LOC133350236	LOC116939995
OG0013251		LOC133350238	LOC116939993
OG0013252		LOC133350243	CHKB
OG0013253		LOC133350244	LOC116939986
OG0013254		LOC133350254	LOC116939975
OG0013255		LOC133350267	LOC116951823
OG0013256		LOC133350273	LOC116939925
OG0013257		LOC133350287	LOC116939942
OG0013258		LOC133350291	LOC116939947
OG0013259		LOC133350293	LOC116939956
OG0013260		LOC133350301	LOC116939921
OG0013261		LOC133350303	LOC116951993
OG0013262		LOC133350323	LOC116939900
OG0013263		LOC133350325	LOC116951848
OG0013264		LOC133350331	LOC116939888
OG0013265		LOC133350352	LOC116939867
OG0013266		LOC133350360	LOC116939861
OG0013267		LOC133350366	LOC116939854
OG0013268		LOC133350367	LOC116939852
OG0013269		LOC133350372	LOC116939847
OG0013270		LOC133350374	LOC142924011
OG0013271		LOC133350383	LOC116939825
OG0013272		LOC133350386	LOC116939822
OG0013273		LOC133350389	LOC116939819
OG0013274		LOC133350406	LOC116939895
OG0013275		LOC133350409	LOC116940096
OG0013276		LOC133350424	LOC116940104
OG0013277		LOC133350426	LOC116939950
OG0013278		LOC133350432	LOC116939913
OG0013279		LOC133350438	LOC116939835
OG0013280		LOC133350439	LOC116939816
OG0013281		LOC133350454	LOC116940065
OG0013282		LOC133350475	LOC116937100
OG0013283		LOC133350479	LOC116940227
OG0013284		LOC133350483	LOC116940398
OG0013285		LOC133350487	LOC116940322
OG0013286		LOC133350493	LOC116940189
OG0013287		LOC133350496	LOC116940379
OG0013288		LOC133350532	LOC116940345
OG0013289		LOC133350536	LOC116940341
OG0013290		LOC133350537	LOC116940342
OG0013291		LOC133350541	LOC116954894
OG0013292		LOC133350543	LOC116940335
OG0013293		LOC133350547	LOC116940331
OG0013294		LOC133350559	LOC116951989
OG0013295		LOC133350586	LOC116951990
OG0013296		LOC133350606	LOC116940276
OG0013297		LOC133350610	LOC116940273
OG0013298		LOC133350623	LOC116940255
OG0013299		LOC133350624	LOC116940254
OG0013300		LOC133350625	LOC116940260
OG0013301		LOC133350628	LOC116940261
OG0013302		LOC133350632	LOC116940252
OG0013303		LOC133350633	LOC116940249
OG0013304		LOC133350651	LOC116940234
OG0013305		LOC133350657	LOC116940228
OG0013306		LOC133350658	LOC116940226
OG0013307		LOC133350668	LOC116940219
OG0013308		LOC133350680	LOC116940212
OG0013309		LOC133350686	LOC116951915
OG0013310		LOC133350692	LOC116940188
OG0013311		LOC133350693	LOC116940207
OG0013312		LOC133350694	LOC116940208
OG0013313		LOC133350696	LOC142924099
OG0013314		LOC133350711	PRLR
OG0013315		LOC133350719	LOC116940194
OG0013316		LOC133350730	LOC116940171
OG0013317		LOC133350731	LOC116940167
OG0013318		LOC133350741	LOC116951921
OG0013319		LOC133350742	LOC116940157
OG0013320		LOC133350761	LOC142930872
OG0013321		LOC133350783	LOC116944065
OG0013322		LOC133350797	LOC116944069
OG0013323		LOC133350800	LOC116944089
OG0013324		LOC133350801	LOC116944090
OG0013325		LOC133350825	LOC116944115
OG0013326		LOC133350830	LOC116944118
OG0013327		LOC133350836	LOC116944219
OG0013328		LOC133350837	LOC116944133
OG0013329		LOC133350838	LOC116944128
OG0013330		LOC133350839	LOC116944130
OG0013331		LOC133350854	LOC116944144
OG0013332		LOC133350857	LOC116944146
OG0013333		LOC133350862	LOC116944148
OG0013334		LOC133350863	LOC116951985
OG0013335		LOC133350870	LOC116944161
OG0013336		LOC133350873	LOC116944162
OG0013337		LOC133350876	LOC116944165
OG0013338		LOC133350878	LOC116944040
OG0013339		LOC133350888	LOC116944183
OG0013340		LOC133350893	LOC116944174
OG0013341		LOC133350910	GASK1A
OG0013342		LOC133350923	LOC116944228
OG0013343		LOC133350925	LOC116944227
OG0013344		LOC133350928	LOC116944220
OG0013345		LOC133350937	LOC116944239
OG0013347		LOC133350951	LOC116944045
OG0013348		LOC133350955	LOC116944046
OG0013349		LOC133350958	LOC116944261
OG0013350		LOC133351028	LOC116947039
OG0013352		LOC133351042	LOC116946866
OG0013353		LOC133351044	LOC116947036
OG0013354		LOC133351048	C1QTNF12
OG0013355		LOC133351057	LOC116946980
OG0013356		LOC133351060	LOC116946978
OG0013357		LOC133351065	LOC116946806
OG0013358		LOC133351067	LOC116946969
OG0013359		LOC133351081	LOC116946971
OG0013360		LOC133351086	LOC116947035
OG0013361		LOC133351105	LOC116946937
OG0013362		LOC133351151	LOC116946883
OG0013363		LOC133351157	LOC142931215
OG0013364		LOC133351170	LOC116946850
OG0013365		LOC133351184	LOC116946856
OG0013366		LOC133351187	LOC116946960
OG0013367		LOC133351203	LOC116946839
OG0013368		LOC133351204	LOC116946840
OG0013369		LOC133351219	LOC116946956
OG0013370		LOC133351221	LOC116947015
OG0013371		LOC133351224	LOC116946808
OG0013372		LOC133351225	LOC116954982
OG0013373		LOC133351230	LOC116946922
OG0013374		LOC133351237	LOC116947043
OG0013375		LOC133351255	LOC116947046
OG0013376		LOC133351267	LOC116938368
OG0013377		LOC133351270	LOC116938367
OG0013379		LOC133351308	LOC116945452
OG0013380		LOC133351317	LOC116945531
OG0013381		LOC133351332	ADGB
OG0013382		LOC133351335	LOC116945632
OG0013383		LOC133351339	LOC116945478
OG0013384		LOC133351342	LOC116945617
OG0013385		LOC133351345	LOC116945626
OG0013386		LOC133351368	C1QTNF4
OG0013387		LOC133351371	LOC116945619
OG0013388		LOC133351372	LOC116945614
OG0013389		LOC133351376	LOC116945558
OG0013390		LOC133351382	LOC116954988
OG0013391		LOC133351388	LOC116945658
OG0013392		LOC133351396	LOC116945477
OG0013393		LOC133351397	LOC116945645
OG0013394		LOC133351399	LOC116953428
OG0013395		LOC133351400	LOC116945536
OG0013396		LOC133351403	LOC116945509
OG0013397		LOC133351406	LOC116945650
OG0013398		LOC133351407	LOC116945618
OG0013399		LOC133351418	LOC116945576
OG0013400		LOC133351421	LOC116945601
OG0013401		LOC133351425	LOC116945518
OG0013402		LOC133351428	LOC116945655
OG0013403		LOC133351429	LOC116945548
OG0013404		LOC133351438	LOC116945442
OG0013405		LOC133351441	LOC116945432
OG0013406		LOC133351447	LOC116945439
OG0013407		LOC133351451	LOC116945653
OG0013408		LOC133351458	LOC116945486
OG0013409		LOC133351462	LOC116945471
OG0013410		LOC133351469	LOC142928917
OG0013411		LOC133351477	LOC116945519
OG0013412		LOC133351479	LOC116945652
OG0013413		LOC133351480	LOC116945550
OG0013414		LOC133351488	LOC116945479
OG0013415		LOC133351491	OSBPL5
OG0013416		LOC133351492	LOC116953345
OG0013417		LOC133351494	LOC116945467
OG0013418		LOC133351495	LOC116945436
OG0013419		LOC133351496	LOC142928926
OG0013420		LOC133351497	LOC116945566
OG0013421		LOC133351513	LOC116945469
OG0013422		LOC133351540	LOC116945574
OG0013423		LOC133351547	LOC116945620
OG0013424		LOC133351564	LOC116947412
OG0013425		LOC133351567	LOC116947568
OG0013426		LOC133351572	LOC116953361
OG0013427		LOC133351573	LOC116947531
OG0013428		LOC133351602	KIAA1671
OG0013429		LOC133351609	LOC116947465
OG0013430		LOC133351613	LOC116947499
OG0013431		LOC133351617	PSMG1
OG0013432		LOC133351618	LOC116947520
OG0013433		LOC133351620	LOC116947528
OG0013434		LOC133351625	LOC116947564
OG0013435		LOC133351627	LOC116947480
OG0013436		LOC133351636	LOC116953369
OG0013437		LOC133351640	LOC116947450
OG0013438		LOC133351648	LOC116947473
OG0013439		LOC133351655	LOC116947519
OG0013440		LOC133351657	LOC142929384
OG0013441		LOC133351661	LOC116947631
OG0013442		LOC133351662	LOC116947449
OG0013443		LOC133351663	LOC116947409
OG0013444		LOC133351669	LOC116947433
OG0013445		LOC133351672	LOC116947481
OG0013446		LOC133351682	LOC116947625
OG0013447		LOC133351686	AMIGO1
OG0013448		LOC133351690	LOC116947522
OG0013449		LOC133351693	LOC116947575
OG0013450		LOC133351694	LOC116947547
OG0013451		LOC133351698	LOC116947601
OG0013452		LOC133351704	GATA3
OG0013453		LOC133351718	LOC116947407
OG0013454		LOC133351720	LOC116947421
OG0013455		LOC133351722	LOC116947484
OG0013456		LOC133351732	LOC116947434
OG0013457		LOC133351742	LOC116947403
OG0013458		LOC133351762	LOC116947516
OG0013459		LOC133351767	LOC116947471
OG0013460		LOC133351769	LOC116953300
OG0013461		LOC133351770	LOC116947483
OG0013462		LOC133351772	LOC116947475
OG0013463		LOC133351779	LOC116947462
OG0013464		LOC133351788	LOC116947518
OG0013465		LOC133351804	LOC142929361
OG0013466		LOC133351805	FEZF1
OG0013467		LOC133351816	LOC116947448
OG0013468		LOC133351833	LOC116948858
OG0013469		LOC133351834	LOC116948856
OG0013470		LOC133351844	LOC116948924
OG0013471		LOC133351848	LOC116948766
OG0013472		LOC133351853	SPATA6
OG0013473		LOC133351861	LOC116948923
OG0013474		LOC133351862	LOC116948821
OG0013475		LOC133351870	LOC116953433
OG0013476		LOC133351873	LOC116948928
OG0013477		LOC133351876	LOC116948774
OG0013478		LOC133351895	LOC116948809
OG0013479		LOC133351909	LOC116948876
OG0013480		LOC133351925	LOC116948907
OG0013481		LOC133351936	LOC116948872
OG0013482		LOC133351940	LOC116948797
OG0013483		LOC133351962	LOC116948800
OG0013484		LOC133351967	LOC116948889
OG0013485		LOC133351968	LOC116953395
OG0013486		LOC133351986	LOC116948899
OG0013487		LOC133351988	LOC116948953
OG0013488		LOC133351991	LOC116948888
OG0013489		LOC133351993	LOC116948964
OG0013490		LOC133351994	LOC116948982
OG0013491		LOC133351998	LOC116948799
OG0013492		LOC133352009	LOC116948960
OG0013493		LOC133352010	LOC116948812
OG0013494		LOC133352019	LOC116948961
OG0013495		LOC133352024	LOC116948886
OG0013496		LOC133352034	LOC116948824
OG0013497		LOC133352040	LOC116948838
OG0013498		LOC133352052	LOC116948875
OG0013499		LOC133352055	LOC116948918
OG0013500		LOC133352056	LOC116948917
OG0013501		LOC133352081	LOC116948941
OG0013502		LOC133352290	LOC116953316
OG0013503		LOC133352298	LOC116950567
OG0013504		LOC133352308	LOC142930437
OG0013505		LOC133352312	LOC116950479
OG0013506		LOC133352319	LOC116950449
OG0013507		LOC133352322	LOC116950515
OG0013508		LOC133352334	LOC116953290
OG0013509		LOC133352336	LOC116950582
OG0013510		LOC133352338	LOC116950520
OG0013511		LOC133352362	LOC116950488
OG0013512		LOC133352371	LOC116950402
OG0013513		LOC133352373	LOC116950420
OG0013514		LOC133352376	LOC116950456
OG0013515		LOC133352378	LOC116950512
OG0013516		LOC133352384	LOC116950476
OG0013517		LOC133352397	LOC116950426
OG0013518		LOC133352403	LOC116950494
OG0013519		LOC133352406	LOC116950457
OG0013520		LOC133352414	LOC116950441
OG0013521		LOC133352429	LOC116950387
OG0013522		LOC133352433	MMP23B
OG0013523		LOC133352444	LOC116950537
OG0013524		LOC133352468	LOC116950460
OG0013525		LOC133352478	LOC116950572
OG0013526		LOC133352486	LOC116950436
OG0013527		LOC133352495	LOC116954983
OG0013528		LOC133352509	LOC116950424
OG0013529		LOC133352515	LOC116950451
OG0013530		LOC133352517	LOC116950428
OG0013531		LOC133352518	LOC116950399
OG0013532		LOC133352519	LOC116950560
OG0013533		LOC133352534	LOC142909009
OG0013534		LOC133352536	LOC142929710
OG0013535		LOC133352540	LOC116948252
OG0013536		LOC133352542	LOC116938450
OG0013537		LOC133352543	LOC116948253
OG0013538		LOC133352545	LOC116948397
OG0013539		LOC133352547	LOC116948425
OG0013540		LOC133352549	LOC116948443
OG0013541		LOC133352554	LOC116948343
OG0013542		LOC133352559	LOC116948349
OG0013543		LOC133352575	LOC116948442
OG0013544		LOC133352576	LOC116948446
OG0013545		LOC133352580	LOC116948367
OG0013546		LOC133352582	LOC116948316
OG0013547		LOC133352585	LOC116948359
OG0013548		LOC133352586	LOC116948358
OG0013549		LOC133352588	LOC116948360
OG0013550		LOC133352597	LOC116948526
OG0013551		LOC133352600	LOC116948303
OG0013552		LOC133352603	LOC116948513
OG0013553		LOC133352604	DIO3
OG0013554		LOC133352605	LOC116948351
OG0013555		LOC133352610	LOC116948275
OG0013556		LOC133352614	LOC116948361
OG0013557		LOC133352619	LOC116948333
OG0013558		LOC133352620	LOC116948331
OG0013559		LOC133352621	LOC116953333
OG0013560		LOC133352625	LOC116948506
OG0013561		LOC133352631	LOC116953432
OG0013562		LOC133352634	LOC116948312
OG0013563		LOC133352636	LOC116948375
OG0013564		LOC133352637	LOC116948246
OG0013565		LOC133352638	LOC116948382
OG0013566		LOC133352656	LOC116948363
OG0013567		LOC133352661	LOC116948503
OG0013568		LOC133352663	LOC116948280
OG0013569		LOC133352669	LOC116948471
OG0013570		LOC133352678	LOC116948480
OG0013571		LOC133352683	LOC116948490
OG0013572		LOC133352696	LOC116948459
OG0013573		LOC133352700	LOC116948350
OG0013574		LOC133352701	LOC116948278
OG0013575		LOC133352706	LOC116953387
OG0013576		LOC133352714	LOC116948527
OG0013577		LOC133352716	LOC116953417
OG0013578		LOC133352721	LOC116948436
OG0013579		LOC133352723	LOC116953386
OG0013580		LOC133352726	LOC116948379
OG0013581		LOC133352732	LOC116948287
OG0013582		LOC133352736	LOC116948500
OG0013583		LOC133352738	LOC116948419
OG0013584		LOC133352739	LOC116948421
OG0013585		LOC133352745	LOC116948424
OG0013586		LOC133352747	LOC116948400
OG0013588		LOC133352749	LOC103091684
OG0013589		LOC133352752	LOC116948439
OG0013590		LOC133352762	LOC116948417
OG0013592		LOC133352775	LOC116948521
OG0013593		LOC133352781	SLC35F3
OG0013594		LOC133352787	LOC116953326
OG0013595		LOC133352790	LOC116948268
OG0013596		LOC133352796	LOC116953337
OG0013597		LOC133352797	LOC116948291
OG0013598		LOC133352808	LOC116948433
OG0013599		LOC133352834	LOC116946705
OG0013600		LOC133352839	LOC116946471
OG0013601		LOC133352849	LOC116946588
OG0013602		LOC133352850	LOC116946480
OG0013603		LOC133352851	LOC116946709
OG0013604		LOC133352852	LOC116946481
OG0013605		LOC133352855	LOC116946596
OG0013606		LOC133352858	CCDC178
OG0013607		LOC133352868	LOC116946600
OG0013608		LOC133352870	LOC116946598
OG0013609		LOC133352886	LOC116946496
OG0013610		LOC133352887	LOC116946594
OG0013611		LOC133352888	LOC116946492
OG0013612		LOC133352889	LOC116946493
OG0013613		LOC133352892	LOC142929230
OG0013614		LOC133352898	LOC116946500
OG0013615		LOC133352900	LOC142929215
OG0013616		LOC133352916	LOC116946703
OG0013617		LOC133352919	LOC116946604
OG0013618		LOC133352922	LOC116946708
OG0013619		LOC133352928	LOC116946712
OG0013620		LOC133352940	LOC116946571
OG0013621		LOC133352952	LOC116946642
OG0013622		LOC133352958	LOC116946515
OG0013623		LOC133352962	LOC116946631
OG0013624		LOC133352969	LOC116946540
OG0013625		LOC133352974	LOC116946625
OG0013626		LOC133352983	LOC116946643
OG0013627		LOC133352986	LOC116946546
OG0013628		LOC133352987	LOC116946645
OG0013629		LOC133352992	LOC142929240
OG0013630		LOC133352997	LOC116946628
OG0013631		LOC133352999	LOC116946632
OG0013632		LOC133353000	LOC116946585
OG0013633		LOC133353010	LOC116946542
OG0013634		LOC133353018	LOC116946715
OG0013635		LOC133353019	LOC116953324
OG0013636		LOC133353021	LOC116946569
OG0013637		LOC133353032	LOC116946579
OG0013638		LOC133353045	LOC116946537
OG0013639		LOC133353047	ELOVL5
OG0013640		LOC133353054	LOC116946657
OG0013641		LOC133353056	LOC116946648
OG0013642		LOC133353058	LOC116946647
OG0013643		LOC133353060	LOC116946665
OG0013644		LOC133353066	ADGRB3
OG0013645		LOC133353075	LOC116946672
OG0013646		LOC133353086	LOC116946556
OG0013647		LOC133353088	LOC116946522
OG0013648		LOC133353094	LOC116946610
OG0013649		LOC133353193	LOC116945139
OG0013650		LOC133353195	LOC116945232
OG0013651		LOC133353197	LOC116954994
OG0013652		LOC133353215	LOC116945228
OG0013653		LOC133353223	POM
OG0013654		LOC133353230	LOC116945140
OG0013655		LOC133353233	LOC116945197
OG0013656		LOC133353234	LOC116945198
OG0013657		LOC133353252	LOC116945220
OG0013658		LOC133353263	LOC116945199
OG0013659		LOC133353269	LOC116945285
OG0013660		LOC133353274	LOC116945299
OG0013661		LOC133353292	LOC116945154
OG0013662		LOC133353306	LOC116952991
OG0013663		LOC133353308	TSNARE1
OG0013664		LOC133353316	LOC116945245
OG0013665		LOC133353320	LOC116945248
OG0013666		LOC133353323	LOC116945175
OG0013667		LOC133353326	LOC142925728
OG0013668		LOC133353333	LOC116945226
OG0013669		LOC133353340	LOC116945163
OG0013670		LOC133353343	LOC116945264
OG0013671		LOC133353347	KIAA0408
OG0013672		LOC133353350	LOC142925673
OG0013673		LOC133353353	LOC116945184
OG0013674		LOC133353355	LOC116945294
OG0013675		LOC133353356	LOC116945131
OG0013676		LOC133353362	LOC116945133
OG0013677		LOC133353364	LOC116945108
OG0013678		LOC133353369	LOC116945301
OG0013679		LOC133353371	LOC142925687
OG0013680		LOC133353381	LOC116945217
OG0013681		LOC133353383	LOC116945188
OG0013682		LOC133353385	LOC116945174
OG0013683		LOC133353387	LOC116945138
OG0013684		LOC133353392	LOC116945244
OG0013685		LOC133353395	LOC116952973
OG0013686		LOC133353396	LOC116952975
OG0013687		LOC133353399	LOC116945162
OG0013688		LOC133353408	LOC116945266
OG0013689		LOC133353409	LOC116952914
OG0013690		LOC133353423	LOC103091855
OG0013691		LOC133353433	RHBDF1
OG0013692		LOC133353444	LOC116946252
OG0013693		LOC133353459	LOC116946129
OG0013694		LOC133353461	LOC116946096
OG0013695		LOC133353491	LOC116946130
OG0013696		LOC133353494	LOC116946268
OG0013697		LOC133353496	LOC116946043
OG0013698		LOC133353499	LOC116946233
OG0013699		LOC133353501	LOC116946126
OG0013700		LOC133353505	LOC116946055
OG0013701		LOC133353510	LOC116946168
OG0013702		LOC133353513	USH1G
OG0013703		LOC133353518	LOC116946204
OG0013704		LOC133353524	LOC116946138
OG0013705		LOC133353527	LOC116946221
OG0013706		LOC133353550	LOC116946199
OG0013707		LOC133353558	LOC116946241
OG0013708		LOC133353560	LOC116946125
