OrthoSymbol	americanLobster	amphioxus	drosophila	flameJellyfish	octopus	scallop	vaseTunicate	waspSpider
OG0007567	LOC121871644	LOC136445221	ND-B14.7	LOC135694709	LOC106869428	LOC110442799		LOC129984495
OG0007568	LOC121871718	LOC136448212	CG7530	LOC135680909	LOC106873786	LOC110450569	LOC108951060	
OG0007569	LOC121871773	LOC136444648		LOC135685290	LOC106876088	LOC110445165	LOC113474339	LOC129958067
OG0007570	LOC121871776	LOC136435624		LOC135692744	LOC106879280	LOC110443903	LOC100181703	LOC129988253
OG0007571	LOC121871789	LOC136437829	CG30010	LOC135688301	LOC106883717	LOC110443233		LOC129961756
OG0007572	LOC121871799	LOC136447557	Blos1	LOC135682085		LOC110463675	LOC100183183	LOC129957426
OG0007573	LOC121871804	LOC136444598	CRIF		LOC106876383	LOC110462541	LOC100175511	LOC129980520
OG0007574	LOC121871829	LOC136434477		LOC135685197	LOC106881843	LOC110448831	LOC100178501	LOC129981361
OG0007575	LOC121871849	LOC136427317	CG14767	LOC135688814	LOC106876378	LOC110448325		LOC129959109
OG0007576	LOC121871850	LOC136422555		LOC135684744	LOC106874444	LOC110460531	LOC100178139	LOC129959511
OG0007577	LOC121871853	LOC136445428	CG14270		LOC106883260	LOC110466657	LOC104265610	LOC129984391
OG0007578	LOC121871854	LOC136432342	Rpp20	LOC135692053	LOC106869399	LOC110456270		LOC129971739
OG0007579	LOC121871880	LOC136435714	Yod1		LOC106883143	LOC110454586	LOC100178793	LOC129960750
OG0007580	LOC121871886	LOC136436568	Ids		LOC106871045	LOC110456562	LOC100185385	LOC129962674
OG0007581	LOC121871992	LOC136435461		LOC135692728	LOC106867335	LOC110447283	LOC100178240	LOC129963880
OG0007583	LOC121872021	LOC136433065	Grx5		LOC106883097	LOC110466051	LOC100182247	LOC129965362
OG0007584	LOC121872022	LOC136433403	CG33108		LOC106880090	LOC110461433	LOC100177468	LOC129981459
OG0007585	LOC121872037	LOC136435048	TTLL3A	LOC135692839	LOC106868417	LOC110443883	LOC100183427	
OG0007588	LOC121872069	LOC136441647	RalGPS		LOC106870506	LOC110461813	LOC100176395	LOC129963279
OG0007589	LOC121872073	LOC136447104	CG11178	LOC135691853	LOC106877651	LOC110463672		LOC129963953
OG0007591	LOC121872258	LOC136423508	rogdi	LOC135682986	LOC106881382	LOC110461374		LOC129965790
OG0007593	LOC121872292	LOC136449075	p115	LOC135690032	LOC106878597	LOC110453669		LOC129984116
OG0007594	LOC121872293	LOC136439318	CG7544	LOC135683235	LOC106869560	LOC110455566		LOC129965544
OG0007595	LOC121872302	LOC136434917	CG7523	LOC135684149	LOC106868350	LOC110461273		LOC129966006
OG0007596	LOC121872353	LOC136437044	CG7840		LOC106867229	LOC110466723	LOC100181505	LOC129969636
OG0007597	LOC121872451	LOC136445325	CG13404	LOC135695153		LOC110443598	LOC100185164	LOC129984368
OG0007599	LOC121872568	LOC136439075	Psf3	LOC135691315	LOC106876407	LOC110449913		LOC129971355
OG0007600	LOC121872602	LOC136434373		LOC135686771	LOC106878752	LOC110461236	LOC100175967	LOC129975955
OG0007601	LOC121872617	LOC136431432	wuho	LOC135689822	LOC106870740	LOC110447846		LOC129980635
OG0007603	LOC121872664	LOC136444358	CG11594		LOC106874293	LOC110443614	LOC100179764	LOC129985113
OG0007604	LOC121872679	LOC136433565		LOC135690537	LOC128246993	LOC110454356	LOC100184607	LOC129984035
OG0007605	LOC121872680	LOC136420793	CG13202	LOC135690865	LOC106878686	LOC110461169	LOC100176015	
OG0007606	LOC121872733	LOC136443260		LOC135688598	LOC106872259	LOC110448243	LOC100186388	LOC129989124
OG0007607	LOC121872871	LOC136432249	mRpL48		LOC106878266	LOC110458953	LOC100178668	LOC129973024
OG0007608	LOC121872872	LOC136448102	pall		LOC106875619	LOC110454915	LOC100182518	LOC129958966
OG0007610	LOC121872888	LOC136443296		LOC135688127	LOC106871223	LOC110455292	LOC104265815	LOC129981874
OG0007611	LOC121872904	LOC136425102		LOC135690204	LOC106867451	LOC110462606	LOC104266549	LOC129966952
OG0007612	LOC121872905	LOC136440686		LOC135691561	LOC106872459	LOC110458285	LOC100183213	LOC129960511
OG0007613	LOC121872907	LOC136443921	CG14286	LOC135688348		LOC110460233	LOC100187368	LOC129959632
OG0007614	LOC121872919	LOC136434867	pigeon	LOC135683194	LOC106883136	LOC110443413	LOC100182678	
OG0007615	LOC121872947	LOC136436685		LOC135695922	LOC106870800	LOC110445531	LOC100178532	LOC129976691
OG0007616	LOC121872965	LOC136446837		LOC135682088	LOC106876325	LOC110464353	LOC100181402	LOC129981200
OG0007617	LOC121872993	LOC136422346		LOC135693267	LOC106878710	LOC110449468	LOC100180539	LOC129981183
OG0007618	LOC121873023	LOC136438981	LUBEL		LOC106880662	LOC110446780	zf_ring/c6hc_-6	LOC129971239
OG0007619	LOC121873093	LOC136420466	Larp4B		LOC106871491	LOC110448985	LOC100185505	LOC129969449
OG0007620	LOC121873112	LOC136426628	kon		LOC106873931	LOC110445649	LOC100175712	LOC129961965
OG0007621	LOC121873151	LOC136447388	mRpS34		LOC106868026	LOC110451245	LOC100182579	LOC129956961
OG0007622	LOC121873161	LOC136421174	BI-1	LOC135681568		LOC110442197	LOC100183095	LOC129984022
OG0007623	LOC121873169	LOC136433797	Tom20		LOC106877834	LOC110447437	LOC100183146	LOC129975485
OG0007624	LOC121873206	LOC136443064	ND-SGDH		LOC106873016	LOC110458853	LOC100176872	LOC129973056
OG0007625	LOC121873220	LOC136437326		LOC135686576	LOC106872244	LOC110459986	LOC104265727	LOC129988469
OG0007626	LOC121873232	LOC136426887	CG3224	LOC135686076	LOC106869882	LOC110446772		LOC129966132
OG0007627	LOC121873262	LOC136428035		LOC135689094	LOC106876276	LOC110445967	LOC100181588	LOC129963989
OG0007630	LOC121873305	LOC136439196		LOC135690577	LOC106880460	LOC110466810	LOC100182191	LOC129989309
OG0007631	LOC121873347	LOC136430266	CG14683		LOC106871759	LOC110455232	LOC100183661	LOC129981247
OG0007632	LOC121873531	LOC136443831	CenB1A	LOC135688339	LOC106877620	LOC110455305	arfgap-6	
OG0007633	LOC121873559	LOC136435219		LOC135692535	LOC106872457	LOC110447652	LOC100186570	LOC129973081
OG0007634	LOC121873632	LOC136437351	CG9586	LOC135690127	LOC106883161	LOC110448764		LOC129957574
OG0007635	LOC121873665	LOC136421428		LOC135691013	LOC106873102	LOC110450168	LOC100183149	LOC129960526
OG0007636	LOC121873693	LOC136442885	Spt6	LOC135683976	LOC106881379	LOC110460938		LOC129966818
OG0007638	LOC121873814	LOC136435546		LOC135681575	LOC106879858	LOC110453212	LOC100181003	LOC129988955
OG0007639	LOC121873848	LOC136421704	CG7453	LOC135682015	LOC106881283	LOC110448389		LOC129984229
OG0007640	LOC121873855	LOC136443316	Tmem18	LOC135689811	LOC106879462	LOC110446905		LOC129971318
OG0007642	LOC121874040	LOC136427842		LOC135687162	LOC106870824	LOC110465583	LOC100185584	LOC129964814
OG0007643	LOC121874081	LOC136432170		LOC135688198	LOC106871997	LOC110456298	LOC100176913	LOC129972968
OG0007644	LOC121874138	LOC136433630	Afti		LOC106883746	LOC110467266	LOC100182104	LOC129971557
OG0007646	LOC121874163	LOC136430840	CG9849		LOC106867701	LOC110462322	LOC100180430	LOC129960725
OG0007648	LOC121874182	LOC136433307		LOC135696636	LOC106882700	LOC110451370	LOC101242740	LOC129960345
OG0007649	LOC121874184	LOC136440943	dila	LOC135692084	LOC106870524	LOC110453882	LOC100186025	
OG0007650	LOC121874239	LOC136439380	NFAT	LOC135686931	LOC106876878	LOC110457471	LOC100187129	
OG0007651	LOC121874264	LOC136428386	Snx27		LOC106876773	LOC110447422	LOC100178144	LOC129962030
OG0007652	LOC121874291	LOC136438571		LOC135681307	LOC106877027	LOC110461889	LOC100177664	LOC129983561
OG0007653	LOC121874323	LOC136439374		LOC135683209	LOC106876009	LOC110452333	LOC100175895	LOC129975445
OG0007654	LOC121874376	LOC136425438	CG17272	LOC135684983	LOC106869102	LOC110451461	LOC100186781	
OG0007656	LOC121874476	LOC136444778	Sgt	LOC135682794	LOC106879194	LOC110466622		LOC129960328
OG0007657	LOC121874503	LOC136435639		LOC135685689	LOC106872743	LOC110455082	LOC100185356	LOC129975793
OG0007658	LOC121874504	LOC136436624	gogo		LOC106872414	LOC110442324	LOC100187010	LOC129958644
OG0007659	LOC121874556	LOC136422825	Fsn		LOC106873669	LOC110467068	LOC100184214	LOC129963190
OG0007660	LOC121874563	LOC136430218		LOC135691852	LOC106869725	LOC110459326	LOC100178519	LOC129965444
OG0007661	LOC121874568	LOC136439632	rdgBbeta	LOC135691883	LOC106876575	LOC110454607	LOC100181747	
OG0007663	LOC121874685	LOC136447568	CG12659	LOC135688720	LOC106870857	LOC110450376		LOC129962271
OG0007664	LOC121874785	LOC136437855	CG4069		LOC106870242	LOC110466861	LOC100184482	LOC129988160
OG0007665	LOC121874871	LOC136448359		LOC135693799	LOC106868457	LOC110451237	LOC100187496	LOC129972550
OG0007666	LOC121874879	LOC136424769	mRpS14		LOC106878291	LOC110452013	LOC104266667	LOC129963604
OG0007667	LOC121874891	LOC136440249	CG4610		LOC106878979	LOC110446850	LOC100186114	LOC129965675
OG0007668	LOC121874912	LOC136424849		LOC135689358	LOC106873965	LOC110457997	LOC100175477	LOC129976484
OG0007670	LOC121875039	LOC136428997		LOC135687285	LOC106883917	LOC110455973	LOC100177578	LOC129988145
OG0007671	LOC121875091	LOC136433214		LOC135681326	LOC106871312	LOC110466145	LOC100184043	LOC129975888
OG0007672	LOC121875113	LOC136432471		LOC135690041	LOC106877183	LOC110446509	LOC100182290	LOC129981180
OG0007673	LOC121875144	LOC136427743	MCPH1	LOC135687600	LOC106878145	LOC110442362	LOC100180865	
OG0007674	LOC121875170	LOC136423438		LOC135696370	LOC106867461	LOC110466444	LOC100178677	LOC129960387
OG0007675	LOC121875210		Rrp4	LOC135693782	LOC106872084	LOC110442534	LOC100182394	LOC129988346
OG0007676	LOC121875211	LOC136420648	CG14434		LOC106875754	LOC110457100	LOC100182215	LOC129984628
OG0007679	LOC121875299	LOC136435462	EDTP		LOC106871204	LOC110442084	LOC100186380	LOC129988467
OG0007680	LOC121875328	LOC136427169	Dtwd2		LOC106878565	LOC110461509	LOC100184275	LOC129988599
OG0007681	LOC121875350	LOC136425592	Trs31	LOC135694414	LOC106874298	LOC110454578		LOC129981295
OG0007682	LOC121875456	LOC136430148	CG4558	LOC135695378	LOC106880313	LOC110465724		LOC129958370
OG0007683	LOC121875457	LOC136432174	Glo1	LOC135695326	LOC106874764	LOC110466361	LOC100176313	
OG0007684	LOC121875490	LOC136430328	CG13842	LOC135696097	LOC106868655	LOC110466296	LOC100185144	
OG0007685	LOC121875617	LOC136448248		LOC135691286	LOC106875355	LOC110446286	LOC100182436	LOC129966877
OG0007686	LOC121875626	LOC136434908		LOC135681114	LOC106873904	LOC110448866	LOC100183378	LOC129963299
OG0007687	LOC121875692	LOC136435493		LOC135692741	LOC106874989	LOC110443895	LOC100175983	LOC129981259
OG0007688	LOC121875696	LOC136422885	c12.2		LOC106871189	LOC110465282	LOC100181759	LOC129991616
OG0007689	LOC121875718	LOC136440285	CG8326		LOC106869350	LOC110451789	LOC101241914	LOC129975966
OG0007690	LOC121875747	LOC136422411	CG17202	LOC135685243	LOC106875902	LOC110451546	LOC100180468	
OG0007691	LOC121875780	LOC136449190	vimar	LOC135681487	LOC106869143	LOC110455679		LOC129988722
OG0007692	LOC121875825		CG10428	LOC135686419	LOC106881755	LOC110454839	LOC100176274	LOC129963574
OG0007693	LOC121875903	LOC136445579	Smug		LOC106884286	LOC110447794	LOC100175942	LOC129981834
OG0007694	LOC121875906	LOC136423863	CG5292	LOC135684188		LOC110463106	LOC100185274	LOC129988756
OG0007695	LOC121875980	LOC136437991		LOC135692186	LOC106874453	LOC110466936	LOC100177670	LOC129961736
OG0007696	LOC121876096	LOC136433581		LOC135684481	LOC106876969	LOC110461765	LOC108950261	LOC129981758
OG0007698	LOC121876254	LOC136422628	GluRS-m		LOC106874708	LOC110442991	LOC100175226	LOC129975150
OG0007699	LOC121876256	LOC136440224	rudhira		LOC106875506	LOC110458547	LOC100185047	LOC129971346
OG0007700	LOC121876301	LOC136424173	mRpL53		LOC106870149	LOC110452174	LOC101242351	LOC129976462
OG0007701	LOC121876386	LOC136445278	CG8858	LOC135695053	LOC106878177	LOC110450601	LOC100183050	
OG0007703	LOC121876439	LOC136428384		LOC135687443	LOC106875327	LOC110445685	LOC100178293	LOC129988294
OG0007705	LOC121876478	LOC136441430		LOC135684615	LOC106880550	LOC110460939	LOC100183254	LOC129958787
OG0007706	LOC121876522	LOC136422847	Lamtor4	LOC135684319	LOC106868035	LOC110463766		LOC129968164
OG0007707	LOC121876615	LOC136439678		LOC135682459	LOC106868484	LOC110448221	LOC100182813	LOC129969219
OG0007708	LOC121876649	LOC136429605		LOC135685676	LOC106880128	LOC110446129	LOC100181329	LOC129966354
OG0007710	LOC121876665	LOC136439154	bcn92	LOC135690576	LOC106880225	LOC110446319		LOC129963597
OG0007711	LOC121876671	LOC136441445	Pdss2		LOC106877306	LOC110467190	LOC113474070	LOC129954654
OG0007712	LOC121876730	LOC136438849		LOC135690591	LOC106878471	LOC110457487	LOC100175191	LOC129963175
OG0007713	LOC121876777	LOC136436320	AsnRS-m		LOC106881799	LOC110455478	LOC100179750	LOC129981448
OG0007714	LOC121876792	LOC136441899	fsd	LOC135689546	LOC106870907	LOC110453170		LOC129973060
OG0007715	LOC121876799	LOC136435217		LOC135688446	LOC106874659	LOC110449301	LOC100185290	LOC129975714
OG0007716	LOC121876803	LOC136444518	Mul1	LOC135683299		LOC110463144	LOC100179597	LOC129972257
OG0007717	LOC121876820	LOC136439113		LOC135690767	LOC106868515	LOC110443246	LOC100182287	LOC129985181
OG0007718	LOC121876822	LOC136431395		LOC135696804	LOC106883316	LOC110462099	LOC100186242	LOC129976629
OG0007719	LOC121876840	LOC136443553	Rpp25		LOC106877581	LOC110457923	LOC101242189	LOC129960891
OG0007720	LOC121876863	LOC136427657	Dek		LOC106869008	LOC110454403	LOC104266806	LOC129960410
OG0007721	LOC121876882	LOC136421831	mtDNA-helicase	LOC135695730	LOC106882273	LOC110463114		LOC129985226
OG0007725	LOC121877164	LOC136449198		LOC135689718	LOC106876866	LOC110454319	LOC100180817	LOC129976648
OG0007726	LOC121877234	LOC136433334		LOC135681296	LOC106871176	LOC110463438	LOC100183088	LOC129976242
OG0007727	LOC121877236	LOC136423522	Mid1		LOC106868473	LOC110461864	LOC100186046	LOC129981906
OG0007730	LOC121877256	LOC136430038	Mpc1		LOC106871809	LOC110465411	LOC100175853	LOC129958190
OG0007731	LOC121877334	LOC136428216		LOC135687209	LOC106872686	LOC110465582	LOC100181938	LOC129964271
OG0007733	LOC121877368	LOC136434612	CG8097		LOC106881746	LOC110458029	LOC104266369	LOC129957141
OG0007734	LOC121877373	LOC136439738	trus	LOC135690124	LOC106867191	LOC110448547	LOC100186258	
OG0007735	LOC121877375	LOC136431019	CG16890	LOC135696450		LOC110455420	LOC100177641	LOC129976739
OG0007736	LOC121877389		CG34213	LOC135687499	LOC106881118	LOC110445554	LOC100177780	LOC129962416
OG0007737	LOC121877468	LOC136438927	CG34001	LOC135691078	LOC106869188	LOC110460671	LOC104265697	
OG0007739	LOC121877475	LOC136425164		LOC135690338	LOC106876376	LOC110443126	LOC100186595	LOC129964357
OG0007740	LOC121877486	LOC136441314		LOC135683351	LOC106875708	LOC110452718	LOC100187112	LOC129961930
OG0007741	LOC121877600	LOC136424001	CG13605	LOC135684029	LOC106881032	LOC110461721		LOC129981044
OG0007742	LOC121877679	LOC136431470		LOC135695960	LOC106870758	LOC110464548	LOC100180247	LOC129981417
OG0007743	LOC121877705	LOC136421984	Aplip1	LOC135689071	LOC106869929	LOC110450696	LOC100180686	
OG0007744	LOC121877708	LOC136427582		LOC135687514	LOC106868106	LOC110454233	LOC100179335	LOC129981007
OG0007745	LOC121877761	LOC136449332	Scgalpha	LOC135696613	LOC106868653	LOC110462346		LOC129957240
OG0007746	LOC121877841	LOC136440643	PIG-X	LOC135691565	LOC106882807	LOC110455677		LOC129984061
OG0007748	LOC121877933	LOC136434102	mRpL14		LOC106879835	LOC110459593	LOC104265830	LOC129976693
OG0007749	LOC121877967	LOC136439969		LOC135691655	LOC106873867	LOC110451217	LOC100179462	LOC129988368
OG0007751	LOC121878048	LOC136424764	mRpS28	LOC135689882	LOC106867345	LOC110452157		LOC129971678
OG0007752	LOC121878055	LOC136425488	CG3909	LOC135692936		LOC110459628	LOC100182087	LOC129975811
OG0007753	LOC121878073	LOC136446841		LOC135682762	LOC106877201	LOC110463363	LOC100184179	LOC129966749
OG0007754	LOC121878158	LOC136439416	SmD1	LOC135690886		LOC110448108	LOC100177388	LOC129971133
OG0007755	LOC121878232	LOC136439611		LOC135691702	LOC106868305	LOC110464666	LOC100177286	LOC129974376
OG0007757	LOC121878266	LOC136443413	fu	LOC135683045	LOC106881984	LOC110442880	LOC101242450	
OG0007758	LOC121878294	LOC136427804		LOC135689092	LOC106878450	LOC110452521	LOC100179770	LOC129958848
OG0007759	LOC121878295	LOC136440147	MED18	LOC135686421	LOC106883204	LOC110450291		LOC129974792
OG0007760	LOC121878325	LOC136423282	CG6621	LOC135695927	LOC106882663	LOC110461496	LOC100175609	
OG0007761	LOC121878380	LOC136440833		LOC135685043	LOC106880595	LOC110467187	LOC100184837	LOC129975079
OG0007762	LOC121878388	LOC136442088	slx1		LOC106870343	LOC110461325	LOC100186424	LOC129959636
OG0007764	LOC121878507	LOC136422094	CG44774	LOC135696026	LOC128250432	LOC110442753		LOC129957382
OG0007765	LOC121878525	LOC136430302	CG6136	LOC135696278	LOC106870504	LOC110460044		LOC129963587
OG0007766	LOC121878535	LOC136440128		LOC135696736	LOC106882037	LOC110446551	LOC101242851	LOC129965774
OG0007767	LOC121878561	LOC136427488	Ssb-c31a	LOC135687082		LOC110447242	LOC100178426	LOC129990588
OG0007768	LOC121878725	LOC136435512	CG12567	LOC135686629	LOC106878192	LOC110456010		LOC129966313
OG0007769	LOC121878747	LOC136447977	Dpck		LOC128249921	LOC110443039	LOC113474025	LOC129981223
OG0007770	LOC121878790	LOC136433318	Sptz	LOC135682116	LOC106867460	LOC110460149		LOC129981163
OG0007772	LOC121878979	LOC136439754	CG5412	LOC135682355	LOC106871921	LOC110446228		LOC129960008
OG0007774	LOC121879070	LOC136441509		LOC135693253	LOC106881381	LOC110455593	zf_mynd_-12	LOC129957584
OG0007775	LOC121879074	LOC136440003	TyrRS-m		LOC106882089	LOC110458647	LOC100185279	LOC129963269
OG0007776	LOC121879084	LOC136427555	CG6931	LOC135687080	LOC106870131	LOC110445640		LOC129988093
OG0007777	LOC121879090	LOC136436299	Polr1D	LOC135686120	LOC106880344	LOC110442260		LOC129966734
OG0007778	LOC121879119	LOC136432958	Appl	LOC135684889	LOC106870068	LOC110451283		LOC129968684
OG0007780	LOC121879139	LOC136442353		LOC135696283	LOC106881455	LOC110442737	LOC100184749	LOC129968123
OG0007781	LOC121879350	LOC136433349	Cdk8	LOC135685448	LOC106878348	LOC110456883		LOC129966837
OG0007782	LOC121879421	LOC136443074		LOC135688244	LOC106870948	LOC110462920	LOC100179169	LOC129961101
OG0007783	LOC121879539	LOC136445109	maca	LOC135694680	LOC106880075	LOC110459570	LOC100182699	
OG0007785	LOC121879562	LOC136429169		LOC135684412	LOC106879729	LOC110465683	LOC100185996	LOC129980519
OG0007786	LOC121879577	LOC136432476	CG1785	LOC135684563		LOC110441620	LOC100176217	LOC129975794
OG0007787	LOC121879631	LOC136422826	Ncoa6		LOC106875131	LOC110443570	LOC100179823	LOC129962505
OG0007788	LOC121879664	LOC136427123		LOC135687265	LOC106884436	LOC110454952	LOC100184842	LOC129969496
OG0007789	LOC121879665	LOC136444545		LOC135694492	LOC106869429	LOC110443656	LOC100177509	LOC129976302
OG0007790	LOC121879687	LOC136439761	ATPsynF		LOC106880447	LOC110443210	LOC100178344	LOC129968999
OG0007791	LOC121879692	LOC136423024	Pat1	LOC135683067	LOC106883965	LOC110463833		LOC129991794
OG0007792	LOC121879716	LOC136441313	Spt7	LOC135695819	LOC106881885	LOC110440337	LOC100177564	
OG0007793	LOC121879731	LOC136423035		LOC135684576	LOC106874173	LOC110447891	LOC100182630	LOC129957206
OG0007794	LOC121879738	LOC136444934	ProRS-m		LOC106871571	LOC110460277	LOC104265518	LOC129988433
OG0007795	LOC121879743	LOC136438658	pr		LOC106876574	LOC110460181	LOC100183853	LOC129966993
OG0007796	LOC121879747	LOC136441553	Nelf-E		LOC106876999	LOC110467413	LOC100182171	LOC129969436
OG0007797	LOC121879772	LOC136428261		LOC135687169	LOC106870122	LOC110446558	LOC100180059	LOC129957146
OG0007798	LOC121879777	LOC136440985		LOC135691643	LOC106875805	LOC110453664	LOC100182574	LOC129970762
OG0007799	LOC121879891	LOC136428953	fh	LOC135687288	LOC106877921	LOC110447232		LOC129969603
OG0007801	LOC121879954	LOC136422839		LOC135684779	LOC106874328	LOC110467267	LOC100175682	LOC129969003
OG0007802	LOC121880018	LOC136432389	oaf	LOC135684136	LOC106875724	LOC110442697		LOC129959279
OG0007803	LOC121880164	LOC136423076	CG43295	LOC135690885	LOC106883645	LOC110445367		LOC129981787
OG0007804	LOC121880172	LOC136435763		LOC135686044	LOC106872998	LOC110442930	LOC100182525	LOC129988639
OG0007807	LOC121880310	LOC136437426	CG13018	LOC135686906	LOC106870429	LOC110447102		LOC129968973
OG0007808	LOC121880473	LOC136438713		LOC135684016	LOC106878938	LOC110457831	LOC100185375	LOC129966000
OG0007809		COX3	COX3	COX3	COX3	COX3	COX3	LOC129959119
OG0007811		LOC136420526	Rcd5	LOC135681365	LOC106882007	LOC110456855	LOC100183732	LOC129972161
OG0007812		LOC136420631	Syx17	LOC135681605	LOC106873041	LOC110459315	LOC100181148	LOC129975265
OG0007820		LOC136422408	CG1271	LOC135692136	LOC106880303	LOC110462480	LOC100178264	LOC129958803
OG0007828		LOC136423439	CG44001	LOC135683410	LOC106867252	LOC110448081	LOC100180104	LOC129988849
OG0007829		LOC136423460	Polr3B	LOC135686461	LOC106873287	LOC110460950	LOC100175086	LOC129984010
OG0007834		LOC136423912	CG14903	LOC135682871	LOC106868998	LOC110459698	LOC100183646	LOC129972434
OG0007835		LOC136423951	Uqcc1	LOC135689690	LOC106869403	LOC110446403	LOC100185198	LOC129957175
OG0007852		LOC136427126	Vlet	LOC135687574	LOC106868948	LOC110445594	LOC100184656	LOC129956077
OG0007857		LOC136428071	Crtc	LOC135687094	LOC106881030	LOC110460164	LOC100176783	LOC129959897
OG0007859		LOC136428387	gish	LOC135687602	LOC106876726	LOC110445686	LOC100181432	LOC129968563
OG0007860		LOC136428454	Rsph3	LOC135685235	LOC106869906	LOC110467294	rsp3	LOC129964415
OG0007868		LOC136430623	CG13436	LOC135695970	LOC106881530	LOC110464453	LOC100178966	LOC129984749
OG0007871		LOC136430684	ytr	LOC135695883	LOC106877118	LOC110455432	LOC100176822	LOC129969610
OG0007873		LOC136430926	CG10222	LOC135685766	LOC106880599	LOC110445595	LOC100181475	LOC129962122
OG0007879		LOC136432364	Ttc19	LOC135681981	LOC106879250	LOC110441243	LOC100175566	LOC129981931
OG0007882		LOC136432857	CG34174	LOC135686322	LOC106876547	LOC110446829	LOC100178251	LOC129969336
OG0007883		LOC136433128	Slbp	LOC135696059	LOC106880874	LOC110450010	LOC100183256	LOC129972973
OG0007885		LOC136433213	Rsph9	LOC135684646	LOC106881126	LOC110456738	ci-rsp9	LOC129975117
OG0007886		LOC136433327	Cep164	LOC135684126	LOC106874788	LOC110458974	LOC100187171	LOC129971988
OG0007894		LOC136434802	UQCR-C1	LOC135692384	LOC106879606	LOC110443894	LOC100183154	LOC129989253
OG0007895		LOC136434892	CG42795	LOC135692908	LOC106873883	LOC110460970	LOC100185436	LOC129963207
OG0007897		LOC136435203	Orc5	LOC135695353	LOC106869028	LOC110455402	LOC100180237	LOC129961015
OG0007900		LOC136436089	CG11980	LOC135681081	LOC106873298	LOC110459961	LOC100175246	LOC129963266
OG0007901		LOC136436463	CG14186	LOC135693985	LOC106870571	LOC110448926	LOC100180281	LOC129980651
OG0007903		LOC136436595	Mtmr6	LOC135686695	LOC106880692	LOC110447123	LOC100186111	LOC129964291
OG0007904		LOC136436607	mRpL28	LOC135695406	LOC106874796	LOC110454011	LOC100178785	LOC129965977
OG0007908		LOC136437333	Patsas	LOC135686925	LOC106873373	LOC110455960	LOC100183023	LOC129958156
OG0007909		LOC136437354	Ufm1	LOC135686775	LOC106879082	LOC110455511	LOC100175055	LOC129961753
OG0007914		LOC136439259	CG17378	LOC135690679	LOC106882429	LOC110466790	LOC100180957	LOC129963118
OG0007915		LOC136439600	PolG2	LOC135693395	LOC106868952	LOC110445995	LOC100183944	LOC129968480
OG0007916		LOC136439832	hoip	LOC135691521	LOC106882140	LOC110453768	LOC100182620	LOC129989381
OG0007919		LOC136440212	Gle1	LOC135690480	LOC106867810	LOC110465847	LOC100182926	LOC129977621
OG0007920		LOC136440688	crc	LOC135691632	LOC106880212	LOC110465611	atf4/5	LOC129989093
OG0007921		LOC136440891	CG8188	LOC135691706	LOC106877940	LOC110455702	LOC100180099	LOC129969810
OG0007922		LOC136441009	l_2_41Ab	LOC135691851	LOC106881814	LOC110461498	LOC100175445	LOC129988836
OG0007926		LOC136442475	Mvk	LOC135683090	LOC106873600	LOC110461367	LOC100185592	LOC129969108
OG0007927		LOC136442507	mRpS2	LOC135693167	LOC106870327	LOC110458211	LOC100178663	LOC129971454
OG0007929		LOC136442941	Polr2D	LOC135688482	LOC106876036	LOC110446843	LOC100182759	LOC129956093
OG0007930		LOC136443366	CG13501	LOC135696726	LOC106873051	LOC110454445	ci-arm37	LOC129983961
OG0007932		LOC136443613	Sas-4	LOC135683968	LOC106878594	LOC110445135	LOC100178680	LOC129966334
OG0007937		LOC136446076	Hat1	LOC135682396	LOC106880317	LOC110442402	LOC100184517	LOC129965898
OG0007938		LOC136446081	CG14853	LOC135682152	LOC106882301	LOC110452703	LOC100175530	LOC129965572
OG0007941		LOC136446412	mRpL16	LOC135682003	LOC106879710	LOC110441708	LOC100182199	LOC129968832
OG0007942		LOC136446630	CG15563	LOC135682548	LOC106872544	LOC110449121	LOC100181873	LOC129957528
OG0007943		LOC136446721	Sf3b1	LOC135682220	LOC106875096	LOC110459526	LOC100176532	LOC129976343
OG0007944		LOC136446785	CG42304	LOC135689619	LOC106868443	LOC110442746	LOC100185379	LOC129978942
OG0007945		LOC136446950	mRpL55	LOC135694957	LOC106880911	LOC110448567	LOC100178671	LOC129963738
OG0007948		LOC136447883	Nmd3	LOC135681745	LOC106869830	LOC110441837	LOC100177130	LOC129975607
OG0008055		LOC136449341	Tsp29Fa	LOC135681354	LOC106881767	LOC110442982	LOC100187103	
OG0008057	LOC121880489	LOC136429879		LOC135695419	LOC106872245	LOC110445499	LOC104266230	
OG0008059	LOC121860115	LOC136437379		LOC135681927	LOC106867554	LOC110444580		LOC129958821
OG0008066		LOC136423472	Dhc98D	LOC135683823	LOC106876022	LOC110461388	LOC100180461	
OG0008068	LOC121861381	LOC136437528		LOC135695990	LOC106877335	LOC110459991		LOC129960369
OG0008072	LOC121865324	LOC136439115		LOC135691064	LOC106867669	LOC110458468	LOC113475688	
OG0008075	LOC121874560	LOC136435309		LOC135686260	LOC106880752	LOC110456287		LOC129963752
OG0008076	LOC121855414	LOC136443163		LOC135688038	LOC106874406	LOC110451002		LOC129968716
OG0008077	LOC121875489	LOC136436582	dar1		LOC106872515	LOC110446647		LOC129962098
OG0008078	LOC121873192	LOC136420875		LOC135690390		LOC110451456	LOC104265984	LOC129957001
