OrganismShortName	OrganismID	OrganismColor	AnnotationSource	ProteinSource	CMAF	NRL	MAFA	MAFB	MAFF	MAFG	MAFK	OTX1	OTX2	CRX
hoopoe	Upupa_epops	Birds	GCF Near	Denovo	hoopoe__Unknown__TRINITY_DN755_c0_g2_i1.p2,hoopoe__Unknown__TRINITY_DN10526_c6_g1_i1.p1		hoopoe__Unknown__TRINITY_DN11735_c0_g1_i1.p2	hoopoe__Unknown__TRINITY_DN3174_c1_g1_i1.p2	hoopoe__Unknown__TRINITY_DN3185_c0_g3_i1.p1	hoopoe__Unknown__TRINITY_DN755_c0_g1_i71.p2	hoopoe__Unknown__TRINITY_DN1239_c0_g1_i5.p1	hoopoe__Unknown__TRINITY_DN3516_c0_g1_i15.p1,hoopoe__Unknown__TRINITY_DN3516_c2_g1_i7.p1	hoopoe__Unknown__TRINITY_DN690_c1_g1_i7.p2,hoopoe__Unknown__TRINITY_DN544_c4_g1_i1.p1	hoopoe__Unknown__TRINITY_DN6292_c1_g1_i1.p3
honeyguide	Indicator_indicator	Birds	GCF	Annotated	honeyguide__MAF__XP_054245698.1		honeyguide__MAFA__XP_054241450.1	honeyguide__MAFB__XP_054247952.1	honeyguide__MAFF__XP_054242609.1	honeyguide__MAFG__XP_054249713.1	honeyguide__MAFK__XP_054247354.1	honeyguide__OTX1__XP_054239553.1	honeyguide__OTX2__XP_054256273.1	
woodpecker	Picus_canus	Birds	GCF Near	Denovo	woodpecker__Unknown__TRINITY_DN3861_c1_g3_i1.p2,woodpecker__Unknown__TRINITY_DN1110_c11_g1_i1.p1		woodpecker__Unknown__TRINITY_DN2795_c1_g1_i1.p1	woodpecker__Unknown__TRINITY_DN3194_c0_g1_i1.p2,woodpecker__Unknown__TRINITY_DN235_c9_g1_i1.p1	woodpecker__Unknown__TRINITY_DN3984_c0_g1_i1.p2	woodpecker__Unknown__TRINITY_DN6025_c1_g1_i1.p1	woodpecker__Unknown__TRINITY_DN1751_c0_g1_i3.p1	woodpecker__Unknown__TRINITY_DN3851_c0_g1_i4.p1	woodpecker__Unknown__TRINITY_DN175_c5_g1_i2.p1	woodpecker__Unknown__TRINITY_DN3851_c0_g3_i2.p2
budgerigar	Melopsittacus_undulatus	Birds	GCF	Annotated	budgerigar__MAF__XP_033928568.1		budgerigar__MAFA__XP_033921063.1	budgerigar__MAFB__XP_030903509.1	budgerigar__MAFF__XP_033918644.1	budgerigar__MAFG__XP_033923786.1	budgerigar__MAFK__XP_030901453.1	budgerigar__OTX1__XP_033916893.1	budgerigar__OTX2__XP_033918106.1	
budgerigar	Melopsittacus_undulatus	Birds	GCF	Denovo	budgerigar__Unknown__TRINITY_DN5162_c0_g1_i2.p1,budgerigar__Unknown__TRINITY_DN8103_c4_g1_i1.p1		budgerigar__Unknown__TRINITY_DN1982_c0_g2_i5.p1	budgerigar__Unknown__TRINITY_DN1982_c0_g3_i1.p1	budgerigar__Unknown__TRINITY_DN6568_c0_g1_i3.p4	budgerigar__Unknown__TRINITY_DN2964_c0_g1_i2.p1	budgerigar__Unknown__TRINITY_DN2964_c1_g1_i3.p1	budgerigar__Unknown__TRINITY_DN45182_c1_g1_i1.p1	budgerigar__Unknown__TRINITY_DN2464_c0_g1_i4.p1	
commonKestrel	Falco_tinnunculus	Birds	Ensembl	Annotated	commonKestrel__gene_ENSFTIG00000003636__ENSFTIP00000005211		commonKestrel__gene_ENSFTIG00000002193__ENSFTIP00000003181	commonKestrel__gene_ENSFTIG00000008212__ENSFTIP00000012252	commonKestrel__gene_ENSFTIG00000014670__ENSFTIP00000022774	commonKestrel__gene_ENSFTIG00000000206__ENSFTIP00000000282	commonKestrel__gene_ENSFTIG00000004082__ENSFTIP00000005895	commonKestrel__gene_ENSFTIG00000009220__ENSFTIP00000013841		
commonKestrel	Falco_tinnunculus	Birds	Ensembl	Denovo	commonKestrel__Unknown__TRINITY_DN3161_c0_g2_i1.p2,commonKestrel__Unknown__TRINITY_DN3161_c1_g2_i1.p1			commonKestrel__Unknown__TRINITY_DN3161_c0_g1_i1.p1,commonKestrel__Unknown__TRINITY_DN3104_c0_g3_i1.p1	commonKestrel__Unknown__TRINITY_DN3772_c0_g1_i2.p4	commonKestrel__Unknown__TRINITY_DN4236_c1_g1_i1.p2	commonKestrel__Unknown__TRINITY_DN30535_c0_g1_i2.p1	commonKestrel__Unknown__TRINITY_DN4675_c0_g1_i2.p1,commonKestrel__Unknown__TRINITY_DN4675_c0_g3_i2.p1	commonKestrel__Unknown__TRINITY_DN680_c0_g1_i5.p1	
peregrineFalcon	Falco_peregrinus	Birds	GCF	Annotated	peregrineFalcon__MAF__XP_055674912.1		peregrineFalcon__MAFA__XP_005235862.2	peregrineFalcon__MAFB__XP_005235943.1	peregrineFalcon__MAFF__XP_055665148.1	peregrineFalcon__MAFG__XP_055653462.1	peregrineFalcon__MAFK__XP_055660914.1	peregrineFalcon__OTX1__XP_027635620.2	peregrineFalcon__OTX2__XP_055649825.1	
eurasianHobby	Falco_subbuteo	Birds	GCF Near	Denovo	eurasianHobby__Unknown__TRINITY_DN2872_c5_g1_i1.p1		eurasianHobby__Unknown__TRINITY_DN2652_c1_g1_i3.p1	eurasianHobby__Unknown__TRINITY_DN2652_c1_g2_i1.p1,eurasianHobby__Unknown__TRINITY_DN18289_c2_g1_i1.p1	eurasianHobby__Unknown__TRINITY_DN1933_c1_g1_i4.p5		eurasianHobby__Unknown__TRINITY_DN2360_c0_g2_i3.p1		eurasianHobby__Unknown__TRINITY_DN472_c1_g1_i1.p1	eurasianHobby__Unknown__TRINITY_DN4604_c0_g2_i8.p2
hawaiianCrow	Corvus_hawaiiensis	Birds	GCF	Annotated	hawaiianCrow__MAF__XP_048173038.1		hawaiianCrow__MAFA__XP_048143014.1	hawaiianCrow__MAFB__XP_048178000.1	hawaiianCrow__MAFF__XP_048158218.1		hawaiianCrow__MAFK__XP_048176356.1	hawaiianCrow__OTX1__XP_048155630.1	hawaiianCrow__OTX2__XP_048164168.1	hawaiianCrow__LOC125334224__XP_048176825.1
carrionCrow	Corvus_corone	Birds	GCF Near	Denovo	carrionCrow__Unknown__TRINITY_DN5324_c0_g1_i4.p2,carrionCrow__Unknown__TRINITY_DN4005_c0_g1_i1.p1		carrionCrow__Unknown__TRINITY_DN551_c0_g1_i1.p2	carrionCrow__Unknown__TRINITY_DN551_c0_g2_i1.p1	carrionCrow__Unknown__TRINITY_DN8472_c0_g1_i4.p1	carrionCrow__Unknown__TRINITY_DN10479_c0_g1_i4.p3	carrionCrow__Unknown__TRINITY_DN1241_c0_g1_i1.p3	carrionCrow__Unknown__TRINITY_DN5972_c0_g1_i1.p2,carrionCrow__Unknown__TRINITY_DN3225_c0_g1_i12.p3	carrionCrow__Unknown__TRINITY_DN249_c1_g2_i2.p1	carrionCrow__Unknown__TRINITY_DN5647_c0_g1_i1.p3
hoodedCrow	Corvus_cornix	Birds	GCF	Annotated	hoodedCrow__MAF__XP_039414468.1		hoodedCrow__MAFA__XP_039406043.1	hoodedCrow__MAFB__XP_010395328.1	hoodedCrow__MAFF__XP_039427476.1	hoodedCrow__MAFG__XP_039418133.1	hoodedCrow__MAFK__XP_010390714.1	hoodedCrow__OTX1__XP_039425961.1	hoodedCrow__OTX2__XP_039408898.1	hoodedCrow__CRX__XP_039428352.1
hoodedCrow	Corvus_cornix	Birds	GCF	Denovo	hoodedCrow__Unknown__TRINITY_DN149_c1_g1_i3.p2,hoodedCrow__Unknown__TRINITY_DN8765_c1_g2_i1.p1		hoodedCrow__Unknown__TRINITY_DN1269_c0_g1_i4.p2	hoodedCrow__Unknown__TRINITY_DN1269_c0_g2_i1.p1	hoodedCrow__Unknown__TRINITY_DN5062_c0_g1_i3.p1	hoodedCrow__Unknown__TRINITY_DN8811_c0_g1_i6.p4	hoodedCrow__Unknown__TRINITY_DN860_c0_g1_i2.p3	hoodedCrow__Unknown__TRINITY_DN6978_c0_g1_i2.p2,hoodedCrow__Unknown__TRINITY_DN9383_c0_g2_i2.p1	hoodedCrow__Unknown__TRINITY_DN941_c1_g1_i3.p1	hoodedCrow__Unknown__TRINITY_DN4121_c0_g1_i1.p3,hoodedCrow__Unknown__TRINITY_DN9383_c0_g1_i7.p2
whiteWagtail	Motacilla_alba	Birds	GCF	Annotated	whiteWagtail__MAF__XP_038004334.1		whiteWagtail__MAFA__XP_037985746.1	whiteWagtail__MAFB__XP_038015228.1	whiteWagtail__MAFF__XP_038009455.1	whiteWagtail__MAFG__XP_038012979.1	whiteWagtail__MAFK__XP_038006777.1	whiteWagtail__OTX1__XP_037990010.1	whiteWagtail__OTX2__XP_037994591.1	
whiteWagtail	Motacilla_alba	Birds	GCF	Denovo	whiteWagtail__Unknown__TRINITY_DN26_c2_g1_i2.p1			whiteWagtail__Unknown__TRINITY_DN2744_c0_g2_i1.p1	whiteWagtail__Unknown__TRINITY_DN2388_c0_g1_i2.p4	whiteWagtail__Unknown__TRINITY_DN5683_c0_g1_i4.p1	whiteWagtail__Unknown__TRINITY_DN856_c1_g1_i2.p1	whiteWagtail__Unknown__TRINITY_DN4836_c1_g1_i4.p1	whiteWagtail__Unknown__TRINITY_DN154_c1_g1_i5.p1,whiteWagtail__Unknown__TRINITY_DN154_c1_g2_i1.p1	
canary	Serinus_canaria	Birds	GCF	Annotated	canary__MAF__XP_050834999.1		canary__MAFA__XP_030085722.1	canary__MAFB__XP_009091206.1	canary__MAFF__XP_009084748.1	canary__MAFG__XP_030087135.1	canary__MAFK__XP_018771431.1	canary__OTX1__XP_050828896.1	canary__OTX2__XP_009099887.1	
canary	Serinus_canaria	Birds	GCF	Denovo	canary__Unknown__TRINITY_DN5639_c0_g2_i2.p2,canary__Unknown__TRINITY_DN821_c1_g1_i1.p1		canary__Unknown__TRINITY_DN5639_c0_g3_i2.p2	canary__Unknown__TRINITY_DN5639_c0_g1_i2.p1	canary__Unknown__TRINITY_DN666_c0_g1_i1.p3	canary__Unknown__TRINITY_DN5851_c0_g1_i1.p1	canary__Unknown__TRINITY_DN5851_c0_g2_i1.p1	canary__Unknown__TRINITY_DN15387_c0_g2_i1.p1	canary__Unknown__TRINITY_DN1082_c0_g2_i1.p1	
zebrafinch	Taeniopygia_guttata	Birds	GCF	Annotated	zebrafinch__MAF__XP_030138184.2		zebrafinch__MAFA__XP_030122661.1	zebrafinch__MAFB__XP_072773087.1	zebrafinch__MAFF__XP_030118873.1	zebrafinch__MAFG__XP_030143375.1	zebrafinch__MAFK__XP_072792010.1	zebrafinch__OTX1__XP_030125146.3	zebrafinch__OTX2__XP_030131074.1	zebrafinch__CRX__XP_072777012.1
zebrafinch	Taeniopygia_guttata	Birds	GCF	Denovo	zebrafinch__Unknown__TRINITY_DN665_c0_g2_i3.p3,zebrafinch__Unknown__TRINITY_DN1857_c0_g3_i1.p1		zebrafinch__Unknown__TRINITY_DN665_c0_g1_i7.p2	zebrafinch__Unknown__TRINITY_DN665_c0_g3_i1.p3	zebrafinch__Unknown__TRINITY_DN8261_c0_g1_i5.p1	zebrafinch__Unknown__TRINITY_DN4465_c0_g1_i9.p5	zebrafinch__Unknown__TRINITY_DN2005_c0_g2_i2.p1	zebrafinch__Unknown__TRINITY_DN8388_c2_g2_i1.p2	zebrafinch__Unknown__TRINITY_DN8388_c2_g1_i1.p1	zebrafinch__Unknown__TRINITY_DN536_c1_g1_i19.p2
platypus	Ornithorhynchus_anatinus	Mammals	GCF	Annotated	platypus__MAF__XP_028908667.1	platypus__NRL__XP_028934270.1	platypus__MAFA__XP_007656620.2	platypus__MAFB__XP_028926613.1	platypus__MAFF__XP_028935268.1	platypus__MAFG__XP_028912595.1	platypus__MAFK__XP_001514510.2	platypus__OTX1__XP_028927478.1	platypus__OTX2__XP_039769946.1	platypus__CRX__XP_028922525.1
opossum	Monodelphis_domestica	Mammals	GCF	Annotated	opossum__MAF__XP_016284180.1	opossum__NRL__XP_056666074.1	opossum__MAFA__XP_056678923.1	opossum__MAFB__XP_007474403.2	opossum__MAFF__XP_056654910.1	opossum__MAFG__XP_007482908.1	opossum__MAFK__XP_007498385.1	opossum__OTX1__XP_001374919.2	opossum__OTX2__XP_056666776.1	
opossum	Monodelphis_domestica	Mammals	GCF	Denovo	opossum__Unknown__TRINITY_DN6872_c0_g2_i1.p1	opossum__Unknown__TRINITY_DN427_c0_g1_i3.p1		opossum__Unknown__TRINITY_DN6872_c0_g1_i2.p1				opossum__Unknown__TRINITY_DN1555_c0_g4_i2.p1,opossum__Unknown__TRINITY_DN1555_c0_g5_i1.p1	opossum__Unknown__TRINITY_DN50648_c0_g1_i3.p1	opossum__Unknown__TRINITY_DN2615_c0_g1_i15.p1
europeanHedgehog	Erinaceus_europaeus	Mammals	GCF	Annotated	europeanHedgehog__MAF__XP_060041113.1	europeanHedgehog__NRL__XP_016049314.2	europeanHedgehog__MAFA__XP_007516052.1	europeanHedgehog__MAFB__XP_007521706.2	europeanHedgehog__MAFF__XP_060044945.1	europeanHedgehog__MAFG__XP_060027730.1	europeanHedgehog__MAFK__XP_007525129.1	europeanHedgehog__OTX1__XP_060043185.1	europeanHedgehog__OTX2__XP_007535826.1	europeanHedgehog__CRX__XP_007538635.1
africanHedgehog	Atelerix_algirus	Mammals	GCF Near											
sacwingedBat	Saccopteryx_bilineata	Mammals	GCF	Annotated	sacwingedBat__MAF__XP_066098959.1	sacwingedBat__NRL__XP_066133605.1	sacwingedBat__MAFA__XP_066121610.1	sacwingedBat__MAFB__XP_066091476.1	sacwingedBat__MAFF__XP_066114419.1	sacwingedBat__MAFG__XP_066093539.1	sacwingedBat__MAFK__XP_066129634.1	sacwingedBat__OTX1__XP_066123323.1	sacwingedBat__OTX2__XP_066132606.1	sacwingedBat__CRX__XP_066127770.1
tombBat	Taphozous_melanopogon	Mammals	GCF Near	Denovo	tombBat__Unknown__TRINITY_DN6817_c1_g2_i4.p1,tombBat__Unknown__TRINITY_DN1276_c13_g1_i1.p1	tombBat__Unknown__TRINITY_DN9209_c0_g1_i1.p1,tombBat__Unknown__TRINITY_DN5718_c1_g1_i3.p1	tombBat__Unknown__TRINITY_DN21905_c0_g1_i1.p1	tombBat__Unknown__TRINITY_DN25551_c0_g3_i1.p1,tombBat__Unknown__TRINITY_DN25551_c0_g2_i1.p2			tombBat__Unknown__TRINITY_DN7550_c0_g2_i9.p1	tombBat__Unknown__TRINITY_DN3752_c0_g3_i5.p1	tombBat__Unknown__TRINITY_DN129_c0_g1_i61.p2	tombBat__Unknown__TRINITY_DN368_c0_g1_i9.p1
daubentonBat	Myotis_daubentonii	Mammals	GCF	Annotated	daubentonBat__MAF__XP_059523362.1	daubentonBat__NRL__XP_059564454.1	daubentonBat__MAFA__XP_059528455.1	daubentonBat__MAFB__XP_059563059.1	daubentonBat__MAFF__XP_059537548.1	daubentonBat__MAFG__XP_059527539.1	daubentonBat__MAFK__XP_059555425.1	daubentonBat__OTX1__XP_059515653.1	daubentonBat__OTX2__XP_059551101.1	daubentonBat__LOC132216657__XP_059521972.1
myotisBat	Myotis_laniger	Mammals	GCF Near	Denovo	myotisBat__Unknown__TRINITY_DN46536_c0_g2_i2.p1,myotisBat__Unknown__TRINITY_DN13887_c0_g3_i2.p1	myotisBat__Unknown__TRINITY_DN428_c0_g1_i6.p1		myotisBat__Unknown__TRINITY_DN155749_c1_g1_i1.p2,myotisBat__Unknown__TRINITY_DN155749_c0_g3_i1.p2	myotisBat__Unknown__TRINITY_DN46536_c0_g1_i1.p2	myotisBat__Unknown__TRINITY_DN46536_c0_g4_i1.p2		myotisBat__Unknown__TRINITY_DN79055_c1_g1_i1.p1	myotisBat__Unknown__TRINITY_DN620_c0_g1_i8.p1	myotisBat__Unknown__TRINITY_DN124_c0_g1_i6.p1
roundleafBat	Hipposideros_armiger	Mammals	GCF	Annotated	roundleafBat__MAF__XP_019490287.1	roundleafBat__NRL__XP_019518658.1	roundleafBat__MAFA__XP_019513343.1	roundleafBat__MAFB__XP_019492655.1	roundleafBat__MAFF__XP_019520114.1	roundleafBat__MAFG__XP_019517383.1	roundleafBat__MAFK__XP_019493117.1	roundleafBat__OTX1__XP_019491596.1	roundleafBat__OTX2__XP_019500461.1	roundleafBat__CRX__XP_019490603.1
roundleafBat	Hipposideros_armiger	Mammals	GCF	Denovo	roundleafBat__Unknown__TRINITY_DN2744_c0_g4_i5.p1	roundleafBat__Unknown__TRINITY_DN5718_c0_g1_i17.p1		roundleafBat__Unknown__TRINITY_DN279243_c0_g1_i1.p2	roundleafBat__Unknown__TRINITY_DN16162_c0_g1_i1.p1	roundleafBat__Unknown__TRINITY_DN202056_c0_g1_i1.p1			roundleafBat__Unknown__TRINITY_DN560_c0_g2_i2.p1	roundleafBat__Unknown__TRINITY_DN1376_c0_g1_i4.p1
fruitBat	Cynopterus_sphinx	Mammals	GCF Near	Denovo	fruitBat__Unknown__TRINITY_DN66218_c0_g1_i2.p2	fruitBat__Unknown__TRINITY_DN2219_c0_g2_i4.p1								fruitBat__Unknown__TRINITY_DN828_c0_g1_i2.p1
egyptianBat	Rousettus_aegyptiacus	Mammals	GCF	Annotated	egyptianBat__MAF__XP_016007494.2	egyptianBat__NRL__XP_015976087.1	egyptianBat__MAFA__XP_015994715.2	egyptianBat__MAFB__XP_015993032.1	egyptianBat__MAFF__XP_036093375.1	egyptianBat__MAFG__XP_016019320.1	egyptianBat__MAFK__XP_015974595.1	egyptianBat__OTX1__XP_016018485.1	egyptianBat__OTX2__XP_016011594.1	egyptianBat__CRX__XP_016010792.1
nectarBat	Eonycteris_spelaea	Mammals	GCF Near	Denovo	nectarBat__Unknown__TRINITY_DN46223_c0_g1_i1.p1,nectarBat__Unknown__TRINITY_DN9159_c0_g1_i1.p1	nectarBat__Unknown__TRINITY_DN1103_c0_g1_i4.p1		nectarBat__Unknown__TRINITY_DN278_c2_g1_i1.p2	nectarBat__Unknown__TRINITY_DN154_c0_g1_i2.p1	nectarBat__Unknown__TRINITY_DN136_c0_g1_i1.p1		nectarBat__Unknown__TRINITY_DN3304_c3_g1_i3.p1	nectarBat__Unknown__TRINITY_DN43961_c0_g1_i1.p1	nectarBat__Unknown__TRINITY_DN4685_c0_g1_i3.p1
horse	Equus_caballus	Mammals	GCF	Annotated	horse__MAF__XP_014593763.2	horse__NRL__XP_001491313.1	horse__MAFA__XP_023504885.1	horse__MAFB__XP_023482332.1	horse__MAFF__XP_023487201.1	horse__MAFG__XP_005597102.2	horse__MAFK__XP_023510876.1	horse__OTX1__XP_023474792.1	horse__OTX2__XP_014591350.1	horse__CRX__XP_023507330.1
horse	Equus_caballus	Mammals	GCF	Denovo	horse__Unknown__TRINITY_DN695_c0_g2_i1.p2,horse__Unknown__TRINITY_DN5851_c2_g1_i1.p1	horse__Unknown__TRINITY_DN3320_c0_g1_i2.p1	horse__Unknown__TRINITY_DN11938_c0_g2_i1.p2,horse__Unknown__TRINITY_DN947_c0_g1_i5.p2	horse__Unknown__TRINITY_DN10619_c1_g1_i1.p1		horse__Unknown__TRINITY_DN1673_c0_g1_i2.p5		horse__Unknown__TRINITY_DN887_c2_g1_i8.p1		horse__Unknown__TRINITY_DN18979_c0_g2_i5.p1
pig	Sus_scrofa	Mammals	GCF	Annotated	pig__MAF__XP_020952724.1	pig__NRL__XP_001925889.3	pig__MAFA__XP_020946195.1	pig__MAFB__XP_013840831.2	pig__MAFF__XP_013843663.1	pig__MAFG__XP_020922083.1	pig__MAFK__XP_003124297.1	pig__OTX1__XP_003125144.1	pig__OTX2__XP_005660049.1	pig__CRX__XP_003127313.2
pig	Sus_scrofa	Mammals	GCF	Denovo	pig__Unknown__TRINITY_DN26333_c0_g2_i9.p1,pig__Unknown__TRINITY_DN1008_c3_g1_i1.p1	pig__Unknown__TRINITY_DN620_c0_g1_i16.p1		pig__Unknown__TRINITY_DN10608_c0_g2_i1.p2	pig__Unknown__TRINITY_DN27559_c0_g1_i1.p1	pig__Unknown__TRINITY_DN9744_c1_g2_i2.p1	pig__Unknown__TRINITY_DN9744_c1_g1_i3.p4		pig__Unknown__TRINITY_DN715_c0_g1_i4.p1	pig__Unknown__TRINITY_DN1074_c0_g1_i2.p1
minkeWhale	Balaenoptera_acutorostrata	Mammals	GCF	Annotated	minkeWhale__MAF__XP_057389759.1	minkeWhale__NRL__XP_007180659.1	minkeWhale__MAFA__XP_057388115.1	minkeWhale__MAFB__XP_057386227.1	minkeWhale__MAFF__XP_057413363.1	minkeWhale__MAFG__XP_028023182.1	minkeWhale__MAFK__XP_057385102.1	minkeWhale__OTX1__XP_007189783.2	minkeWhale__LOC103019289__XP_057384495.1,minkeWhale__OTX2__XP_007192978.1	minkeWhale__LOC103005484__XP_007168269.1
bowheadWhale	Balaena_mysticetus	Mammals	GCF Near	Denovo	bowheadWhale__Unknown__TRINITY_DN62345_c2_g1_i1.p3,bowheadWhale__Unknown__TRINITY_DN2161_c4_g1_i1.p1	bowheadWhale__Unknown__TRINITY_DN1186_c0_g1_i9.p1		bowheadWhale__Unknown__TRINITY_DN7254_c1_g1_i2.p2,bowheadWhale__Unknown__TRINITY_DN27949_c0_g1_i1.p3		bowheadWhale__Unknown__TRINITY_DN5181_c0_g1_i3.p3		bowheadWhale__Unknown__TRINITY_DN70539_c0_g1_i1.p2	bowheadWhale__Unknown__TRINITY_DN2151_c0_g1_i6.p1	bowheadWhale__Unknown__TRINITY_DN96338_c0_g1_i1.p1,bowheadWhale__Unknown__TRINITY_DN42269_c0_g1_i1.p1,bowheadWhale__Unknown__TRINITY_DN1153_c9_g1_i1.p1
cow	Bos_taurus	Mammals	GCF	Annotated	cow__MAF__XP_059733001.1	cow__NRL__XP_010807337.1	cow__MAFA__XP_059730327.1	cow__MAFB__XP_002692508.1	cow__MAFF__XP_024847998.1	cow__MAFG__XP_059734011.1	cow__MAFK__XP_005225295.1	cow__OTX1__XP_005212853.1	cow__OTX2__XP_059746555.1	cow__CRX__NP_776329.1
cow	Bos_taurus	Mammals	GCF	Denovo	cow__Unknown__TRINITY_DN2589_c2_g1_i3.p2,cow__Unknown__TRINITY_DN18834_c3_g1_i1.p1	cow__Unknown__TRINITY_DN1150_c0_g2_i5.p1		cow__Unknown__TRINITY_DN22950_c0_g1_i1.p1	cow__Unknown__TRINITY_DN11642_c0_g1_i1.p1	cow__Unknown__TRINITY_DN8518_c0_g1_i1.p2	cow__Unknown__TRINITY_DN8518_c0_g2_i3.p3		cow__Unknown__TRINITY_DN413_c0_g1_i5.p1	cow__Unknown__TRINITY_DN1029_c0_g1_i5.p1
sheep	Ovis_aries	Mammals	GCF	Annotated	sheep__MAF__XP_027833450.2	sheep__NRL__XP_042108879.1	sheep__MAFA__XP_027829230.1	sheep__MAFB__XP_012044596.3	sheep__MAFF__XP_042103658.1	sheep__MAFG__XP_042112177.1	sheep__MAFK__XP_027817076.1	sheep__OTX1__XP_042101940.1	sheep__LOC101106129__XP_004020461.2,sheep__LOC114118382__XP_027834964.1,sheep__OTX2__XP_042108500.1	sheep__CRX__XP_012045975.3
cat	Felis_catus	Mammals	GCF	Annotated	cat__MAF__XP_023101135.2	cat__NRL__XP_023111367.1	cat__MAFA__XP_023104341.2	cat__MAFB__XP_023107022.1	cat__MAFF__XP_023113493.1	cat__MAFG__XP_019673944.2	cat__MAFK__XP_044903301.1	cat__OTX1__XP_044910197.1	cat__OTX2__XP_003987729.1	cat__CRX__XP_044901347.1
cat	Felis_catus	Mammals	GCF	Denovo	cat__Unknown__TRINITY_DN8391_c2_g2_i2.p2,cat__Unknown__TRINITY_DN11589_c0_g2_i1.p1	cat__Unknown__TRINITY_DN44643_c3_g1_i3.p1		cat__Unknown__TRINITY_DN76942_c0_g2_i1.p2,cat__Unknown__TRINITY_DN25123_c0_g2_i1.p1	cat__Unknown__TRINITY_DN2726_c0_g1_i3.p1	cat__Unknown__TRINITY_DN2726_c0_g2_i3.p1		cat__Unknown__TRINITY_DN3222_c0_g1_i1.p1	cat__Unknown__TRINITY_DN1413_c0_g1_i8.p1	cat__Unknown__TRINITY_DN1955_c0_g1_i6.p1
dog	Canis_familiaris	Mammals	GCF	Annotated	dog__MAF__XP_038394157.1	dog__NRL__XP_038399950.1	dog__MAFA__XP_038411032.1	dog__MAFB__XP_038427303.1	dog__MAFF__XP_038407500.1	dog__MAFG__XP_038402227.1	dog__MAFK__XP_038395595.1	dog__OTX1__XP_038407327.1	dog__OTX2__XP_038399965.1	dog__CRX__NP_001003049.1
dog	Canis_familiaris	Mammals	GCF	Denovo	dog__Unknown__TRINITY_DN271073_c0_g1_i1.p1					dog__Unknown__TRINITY_DN8598_c0_g1_i1.p1			dog__Unknown__TRINITY_DN931_c0_g1_i16.p1	
ferret	Mustela_furo	Mammals	GCF	Annotated	ferret__MAF__XP_004754127.3	ferret__NRL__XP_004755334.1	ferret__MAFA__XP_044930139.1	ferret__MAFB__XP_012908766.2	ferret__MAFF__XP_004743278.1	ferret__MAFG__XP_004748742.1	ferret__MAFK__XP_044931115.1	ferret__OTX1__XP_004742108.1	ferret__OTX2__XP_012911979.1	ferret__CRX__XP_004767515.1
treeShrew	Tupaia_belangeri	Mammals	Custom	Annotated	treeShrew__MAF__TSDBTID.15625.1	treeShrew__NRL__TSDBTID.22451.1	treeShrew__MAFA__TSDBTID.8045.1	treeShrew__MAFB__TSDBTID.5231.1	treeShrew__MAFF__TSDBTID.24461.1		treeShrew__MAFK__TSDBTID.12800.2	treeShrew__OTX1__TSDBTID.7135.1	treeShrew__OTX2__TSDBTID.21986.1	treeShrew__CRX__TSDBTID.18795.1
guineapig	Cavia_porcellus	Mammals	GCF	Annotated	guineapig__Maf__XP_013000126.2	guineapig__Nrl__NP_001166521.1	guineapig__Mafa__XP_005008726.2	guineapig__Mafb__XP_005002829.1	guineapig__Maff__XP_063099865.1	guineapig__Mafg__XP_005001512.1	guineapig__Mafk__XP_063090094.1	guineapig__Otx1__XP_003467541.3	guineapig__Otx2__XP_063097393.1	guineapig__Crx__XP_063109068.1
groundSquirrel	Ictidomys_tridecemlineatus	Mammals	GCF	Annotated		groundSquirrel__Nrl__XP_040131621.1	groundSquirrel__Mafa__XP_005316155.1	groundSquirrel__Mafb__XP_005329891.1	groundSquirrel__Maff__XP_005322482.1	groundSquirrel__Mafg__XP_021586965.2	groundSquirrel__Mafk__XP_005339892.1	groundSquirrel__Otx1__XP_005322113.1	groundSquirrel__Otx2__XP_040130602.1	groundSquirrel__LOC101960714__XP_021589808.1
groundSquirrel	Ictidomys_tridecemlineatus	Mammals	GCF	Denovo	groundSquirrel__Unknown__TRINITY_DN1548_c0_g1_i7.p3,groundSquirrel__Unknown__TRINITY_DN20967_c0_g1_i1.p1	groundSquirrel__Unknown__TRINITY_DN5166_c0_g1_i6.p1	groundSquirrel__Unknown__TRINITY_DN50601_c0_g1_i1.p1	groundSquirrel__Unknown__TRINITY_DN24594_c0_g1_i2.p1,groundSquirrel__Unknown__TRINITY_DN2585_c2_g1_i1.p1	groundSquirrel__Unknown__TRINITY_DN9766_c0_g1_i5.p1	groundSquirrel__Unknown__TRINITY_DN4278_c0_g1_i1.p1	groundSquirrel__Unknown__TRINITY_DN36295_c1_g1_i1.p1		groundSquirrel__Unknown__TRINITY_DN3863_c1_g1_i29.p1	groundSquirrel__Unknown__TRINITY_DN23618_c0_g1_i1.p1,groundSquirrel__Unknown__TRINITY_DN1475_c0_g1_i5.p1
chipmunk	Tamias_sibiricus	Mammals	GCA											
