AnnotationType	ProteinID	OrganismShortName	SpeciesGroup	GeneGroup	ProteinLen
annotated	seaSquirt__LOC120341627__XP_039266104.1	seaSquirt	invertebrate	OTX	
annotated	seaSquirt__LOC120348055__XP_039274099.1	seaSquirt	invertebrate	OTX	
annotated	seaurchin__LOC121407968__XP_041455186.1	seaurchin	invertebrate	OTX	
annotated	seaurchin__LOC121418261__XP_041467961.1	seaurchin	invertebrate	OTX	
annotated	seaurchin__LOC121431990__XP_041485726.1	seaurchin	invertebrate	OTX	
annotated	seaurchin__LOC121432035__XP_041485789.1	seaurchin	invertebrate	OTX	
annotated	tardigrade__LOC129584993__XP_055333443.1	tardigrade	invertebrate	OTX	
annotated	tardigrade__LOC129586666__XP_055335966.1	tardigrade	invertebrate	OTX	
annotated	tardigrade__LOC129589245__XP_055339840.1	tardigrade	invertebrate	OTX	
annotated	tardigrade__LOC129598308__XP_055352121.1	tardigrade	invertebrate	OTX	
annotated	vaseTunicate__LOC100178876__XP_002119140.1	vaseTunicate	invertebrate	OTX	
annotated	vaseTunicate__otx2__NP_001027662.2	vaseTunicate	invertebrate	OTX	
annotated	vaseTunicate__phox2__NP_001037829.1	vaseTunicate	invertebrate	OTX	
denovo	boxJellyfishDenovo__Unknown__TRINITY_DN1602_c0_g1_i1.p1	boxJellyfish		MAFL	260.0
denovo	boxJellyfishDenovo__Unknown__TRINITY_DN1602_c0_g1_i1.p1	boxJellyfish		MAFS	260.0
denovo	boxJellyfishDenovo__Unknown__TRINITY_DN35139_c0_g2_i1.p1	boxJellyfish		OTX	520.0
denovo	scallopDenovo__Unknown__TRINITY_DN657_c0_g1_i1.p1	scallop		MAFL	293.0
denovo	scallopDenovo__Unknown__TRINITY_DN657_c0_g1_i1.p1	scallop		MAFS	293.0
denovo	scallopDenovo__Unknown__TRINITY_DN5433_c1_g1_i2.p1	scallop		OTX	431.0
denovo	octopusDenovo__Unknown__TRINITY_DN5979_c0_g1_i1.p1	octopus		MAFL	266.0
denovo	octopusDenovo__Unknown__TRINITY_DN5979_c0_g1_i1.p1	octopus		MAFS	266.0
denovo	octopusDenovo__Unknown__TRINITY_DN1929_c0_g1_i21.p1	octopus		OTX	549.0
denovo	hawaiianSquidDenovo__Unknown__TRINITY_DN14340_c0_g2_i1.p2	hawaiianSquid		MAFL	103.0
denovo	hawaiianSquidDenovo__Unknown__TRINITY_DN14340_c0_g2_i1.p2	hawaiianSquid		MAFS	103.0
denovo	hawaiianSquidDenovo__Unknown__TRINITY_DN20443_c0_g1_i1.p1	hawaiianSquid		OTX	437.0
denovo	reefSquidDenovo__Unknown__TRINITY_DN31639_c0_g1_i1.p1	reefSquid		OTX	122.0
denovo	spiderDenovo__Unknown__TRINITY_DN44266_c0_g1_i1.p1	spider		MAFL	346.0
denovo	spiderDenovo__Unknown__TRINITY_DN29467_c0_g1_i1.p1	spider		MAFS	142.0
denovo	spiderDenovo__Unknown__TRINITY_DN9937_c0_g1_i1.p1	spider		OTX	358.0
denovo	norwayLobsterDenovo__Unknown__TRINITY_DN7289_c1_g1_i1.p1	norwayLobster		MAFL	304.0
denovo	norwayLobsterDenovo__Unknown__TRINITY_DN7289_c1_g1_i1.p1	norwayLobster		MAFS	304.0
denovo	norwayLobsterDenovo__Unknown__TRINITY_DN18427_c2_g2_i5.p1	norwayLobster		OTX	504.0
denovo	drosophilaDenovo__Unknown__TRINITY_DN25296_c0_g1_i2.p1	drosophila		MAFL	512.0
denovo	drosophilaDenovo__Unknown__TRINITY_DN25296_c0_g1_i2.p1	drosophila		MAFS	512.0
denovo	drosophilaDenovo__Unknown__TRINITY_DN284_c0_g1_i5.p1	drosophila		OTX	588.0
denovo	amphioxusDenovo__Unknown__TRINITY_DN2837_c0_g1_i3.p1	amphioxus		MAFL	350.0
denovo	amphioxusDenovo__Unknown__TRINITY_DN2837_c0_g1_i3.p1	amphioxus		MAFS	350.0
denovo	amphioxusDenovo__Unknown__TRINITY_DN28818_c0_g1_i5.p1	amphioxus		OTX	499.0
denovo	vaseTunicateDenovo__Unknown__TRINITY_DN8422_c0_g1_i2.p1	vaseTunicate		MAFL	430.0
denovo	vaseTunicateDenovo__Unknown__TRINITY_DN8422_c0_g1_i2.p1	vaseTunicate		MAFS	430.0
denovo	vaseTunicateDenovo__Unknown__TRINITY_DN5152_c0_g1_i2.p1	vaseTunicate		OTX	521.0
denovo	broadgilledHagfishDenovo__Unknown__TRINITY_DN4400_c1_g1_i51.p1	broadgilledHagfish		CRX	447.0
denovo	broadgilledHagfishDenovo__Unknown__TRINITY_DN2165_c0_g1_i4.p1	broadgilledHagfish		MAFF	164.0
denovo	broadgilledHagfishDenovo__Unknown__TRINITY_DN2198_c0_g1_i5.p1	broadgilledHagfish		NRL	630.0
denovo	broadgilledHagfishDenovo__Unknown__TRINITY_DN1106_c1_g1_i2.p1	broadgilledHagfish		OTX1	377.0
denovo	broadgilledHagfishDenovo__Unknown__TRINITY_DN4400_c1_g1_i51.p1	broadgilledHagfish		OTX2	447.0
denovo	pouchedLampreyDenovo__Unknown__TRINITY_DN4424_c2_g1_i1.p2	pouchedLamprey		CMAF	252.0
denovo	pouchedLampreyDenovo__Unknown__TRINITY_DN583_c1_g1_i6.p1	pouchedLamprey		CRX	410.0
denovo	pouchedLampreyDenovo__Unknown__TRINITY_DN6656_c0_g2_i2.p2	pouchedLamprey		NRL	178.0
denovo	pouchedLampreyDenovo__Unknown__TRINITY_DN1833_c0_g1_i24.p2	pouchedLamprey		OTX1	309.0
denovo	pouchedLampreyDenovo__Unknown__TRINITY_DN583_c1_g1_i6.p1	pouchedLamprey		OTX2	410.0
denovo	shortheadLampreyDenovo__Unknown__TRINITY_DN86006_c0_g1_i1.p1	shortheadLamprey		MAFG	152.0
denovo	shortheadLampreyDenovo__Unknown__TRINITY_DN10608_c0_g1_i1.p2	shortheadLamprey		NRL	373.0
denovo	shortheadLampreyDenovo__Unknown__TRINITY_DN216_c1_g1_i9.p1	shortheadLamprey		OTX1	482.0
denovo	seaLampreyDenovo__Unknown__TRINITY_DN7178_c1_g1_i1.p1	seaLamprey		CMAF	411.0
denovo	seaLampreyDenovo__Unknown__TRINITY_DN18384_c0_g1_i3.p1	seaLamprey		CRX	277.0
denovo	seaLampreyDenovo__Unknown__TRINITY_DN99007_c4_g1_i1.p2	seaLamprey		MAFB	178.0
denovo	seaLampreyDenovo__Unknown__TRINITY_DN48567_c2_g2_i1.p2	seaLamprey		MAFG	151.0
denovo	seaLampreyDenovo__Unknown__TRINITY_DN143252_c0_g2_i1.p1	seaLamprey		NRL	105.0
denovo	seaLampreyDenovo__Unknown__TRINITY_DN18384_c0_g1_i3.p1	seaLamprey		OTX2	277.0
denovo	arcticLampreyDenovo__Unknown__TRINITY_DN37071_c0_g1_i2.p1	arcticLamprey		CRX	346.0
denovo	arcticLampreyDenovo__Unknown__TRINITY_DN11446_c0_g1_i1.p1	arcticLamprey		MAFG	136.0
denovo	arcticLampreyDenovo__Unknown__TRINITY_DN2921_c0_g1_i6.p1	arcticLamprey		OTX1	210.0
denovo	arcticLampreyDenovo__Unknown__TRINITY_DN37071_c0_g1_i2.p1	arcticLamprey		OTX2	346.0
denovo	bluespottedStingrayDenovo__Unknown__TRINITY_DN6522_c0_g2_i2.p1	bluespottedStingray		CMAF	691.0
denovo	bluespottedStingrayDenovo__Unknown__TRINITY_DN20_c12_g1_i3.p2	bluespottedStingray		CRX	294.0
denovo	bluespottedStingrayDenovo__Unknown__TRINITY_DN1087_c0_g1_i1.p2	bluespottedStingray		MAFB	307.0
denovo	bluespottedStingrayDenovo__Unknown__TRINITY_DN3460_c0_g2_i1.p1	bluespottedStingray		MAFG	163.0
denovo	bluespottedStingrayDenovo__Unknown__TRINITY_DN6273_c7_g1_i1.p1	bluespottedStingray		MAFK	142.0
denovo	bluespottedStingrayDenovo__Unknown__TRINITY_DN8755_c0_g1_i1.p1	bluespottedStingray		OTX1	321.0
denovo	bluespottedStingrayDenovo__Unknown__TRINITY_DN15987_c0_g1_i1.p1	bluespottedStingray		OTX2	343.0
denovo	catsharkDenovo__Unknown__TRINITY_DN68612_c0_g1_i1.p1	catshark		CMAF	107.0
denovo	catsharkDenovo__Unknown__TRINITY_DN1784_c0_g1_i1.p1	catshark		CRX	328.0
denovo	catsharkDenovo__Unknown__TRINITY_DN50368_c1_g1_i1.p1	catshark		MAFA	160.0
denovo	catsharkDenovo__Unknown__TRINITY_DN58144_c0_g1_i1.p2	catshark		MAFB	184.0
denovo	catsharkDenovo__Unknown__TRINITY_DN33891_c0_g1_i1.p1	catshark		MAFF	181.0
denovo	catsharkDenovo__Unknown__TRINITY_DN86925_c0_g1_i1.p1	catshark		MAFG	163.0
denovo	catsharkDenovo__Unknown__TRINITY_DN4533_c0_g1_i2.p3	catshark		NRL	172.0
denovo	catsharkDenovo__Unknown__TRINITY_DN1816_c0_g1_i1.p1	catshark		OTX1	317.0
denovo	catsharkDenovo__Unknown__TRINITY_DN1784_c0_g1_i1.p1	catshark		OTX2	328.0
denovo	reefSharkDenovo__Unknown__TRINITY_DN3752_c0_g1_i9.p1	reefShark		CRX	291.0
denovo	reefSharkDenovo__Unknown__TRINITY_DN17848_c0_g1_i1.p2	reefShark		MAFA	102.0
denovo	reefSharkDenovo__Unknown__TRINITY_DN21881_c0_g1_i5.p2	reefShark		MAFB	131.0
denovo	reefSharkDenovo__Unknown__TRINITY_DN9238_c0_g2_i2.p1	reefShark		MAFF	172.0
denovo	reefSharkDenovo__Unknown__TRINITY_DN7961_c0_g1_i1.p1	reefShark		MAFG	217.0
denovo	reefSharkDenovo__Unknown__TRINITY_DN7936_c0_g1_i1.p1	reefShark		OTX1	317.0
denovo	reefSharkDenovo__Unknown__TRINITY_DN3752_c0_g1_i9.p1	reefShark		OTX2	291.0
denovo	bambooSharkDenovo__Unknown__TRINITY_DN2442_c8_g1_i1.p1	bambooShark		CMAF	159.0
denovo	bambooSharkDenovo__Unknown__TRINITY_DN174_c0_g2_i7.p1	bambooShark		CRX	311.0
denovo	bambooSharkDenovo__Unknown__TRINITY_DN49467_c0_g1_i1.p2	bambooShark		MAFA	224.0
denovo	bambooSharkDenovo__Unknown__TRINITY_DN510_c3_g5_i3.p1	bambooShark		MAFB	333.0
denovo	bambooSharkDenovo__Unknown__TRINITY_DN10530_c0_g1_i1.p1	bambooShark		MAFF	159.0
denovo	bambooSharkDenovo__Unknown__TRINITY_DN94201_c0_g1_i4.p1	bambooShark		MAFG	163.0
denovo	bambooSharkDenovo__Unknown__TRINITY_DN9476_c6_g1_i1.p1	bambooShark		MAFK	180.0
denovo	bambooSharkDenovo__Unknown__TRINITY_DN74477_c0_g1_i2.p1	bambooShark		OTX1	316.0
denovo	bambooSharkDenovo__Unknown__TRINITY_DN1700_c1_g2_i7.p1	bambooShark		OTX2	291.0
denovo	nurseSharkDenovo__Unknown__TRINITY_DN7377_c0_g1_i1.p1	nurseShark		CMAF	209.0
denovo	nurseSharkDenovo__Unknown__TRINITY_DN1882_c0_g1_i8.p1	nurseShark		CRX	291.0
denovo	nurseSharkDenovo__Unknown__TRINITY_DN1428_c5_g1_i3.p1	nurseShark		MAFB	320.0
denovo	nurseSharkDenovo__Unknown__TRINITY_DN90521_c0_g1_i2.p1	nurseShark		MAFG	163.0
denovo	nurseSharkDenovo__Unknown__TRINITY_DN571_c0_g2_i2.p1	nurseShark		MAFK	141.0
denovo	nurseSharkDenovo__Unknown__TRINITY_DN3114_c0_g1_i7.p1	nurseShark		OTX1	169.0
denovo	nurseSharkDenovo__Unknown__TRINITY_DN1882_c0_g1_i8.p1	nurseShark		OTX2	291.0
denovo	bowfinDenovo__Unknown__TRINITY_DN10945_c0_g1_i2.p1	bowfin		CMAF	320.0
denovo	bowfinDenovo__Unknown__TRINITY_DN8079_c0_g1_i2.p1	bowfin		CRX	366.0
denovo	bowfinDenovo__Unknown__TRINITY_DN13789_c0_g1_i1.p1	bowfin		MAFB	346.0
denovo	bowfinDenovo__Unknown__TRINITY_DN3926_c0_g1_i2.p1	bowfin		MAFF	168.0
denovo	bowfinDenovo__Unknown__TRINITY_DN39931_c0_g1_i1.p1	bowfin		MAFG	215.0
denovo	bowfinDenovo__Unknown__TRINITY_DN815_c0_g1_i2.p1	bowfin		OTX1	330.0
denovo	bowfinDenovo__Unknown__TRINITY_DN692_c4_g2_i1.p1	bowfin		OTX2	297.0
denovo	spottedGarDenovo__Unknown__TRINITY_DN4874_c0_g1_i3.p2	spottedGar		CMAF	330.0
denovo	spottedGarDenovo__Unknown__TRINITY_DN1707_c0_g1_i5.p1	spottedGar		CRX	439.0
denovo	spottedGarDenovo__Unknown__TRINITY_DN10751_c0_g1_i1.p1	spottedGar		MAFA	300.0
denovo	spottedGarDenovo__Unknown__TRINITY_DN3773_c0_g1_i1.p1	spottedGar		MAFB	390.0
denovo	spottedGarDenovo__Unknown__TRINITY_DN5067_c0_g1_i2.p1	spottedGar		MAFF	163.0
denovo	spottedGarDenovo__Unknown__TRINITY_DN5067_c0_g2_i5.p1	spottedGar		MAFG	221.0
denovo	spottedGarDenovo__Unknown__TRINITY_DN29427_c0_g1_i34.p1	spottedGar		MAFK	176.0
denovo	spottedGarDenovo__Unknown__TRINITY_DN95_c2_g2_i2.p1	spottedGar		NRL	300.0
denovo	spottedGarDenovo__Unknown__TRINITY_DN110_c4_g1_i6.p1	spottedGar		OTX1	339.0
denovo	spottedGarDenovo__Unknown__TRINITY_DN1707_c0_g1_i5.p1	spottedGar		OTX2	439.0
denovo	floridaGarDenovo__Unknown__TRINITY_DN46121_c0_g1_i1.p1	floridaGar		CMAF	322.0
denovo	floridaGarDenovo__Unknown__TRINITY_DN3169_c0_g1_i2.p1	floridaGar		CRX	378.0
denovo	floridaGarDenovo__Unknown__TRINITY_DN764_c0_g1_i1.p1	floridaGar		MAFB	390.0
denovo	floridaGarDenovo__Unknown__TRINITY_DN10496_c0_g4_i2.p2	floridaGar		MAFF	163.0
denovo	floridaGarDenovo__Unknown__TRINITY_DN1_c7_g1_i1.p1	floridaGar		NRL	106.0
denovo	floridaGarDenovo__Unknown__TRINITY_DN7066_c0_g1_i1.p1	floridaGar		OTX1	200.0
denovo	floridaGarDenovo__Unknown__TRINITY_DN3169_c0_g1_i2.p1	floridaGar		OTX2	378.0
denovo	eelDenovo__Unknown__TRINITY_DN49631_c1_g1_i1.p1	eel		CMAF	324.0
denovo	eelDenovo__Unknown__TRINITY_DN598_c0_g1_i10.p1	eel		CRX	349.0
denovo	eelDenovo__Unknown__TRINITY_DN22962_c0_g1_i1.p2	eel		MAFA	289.0
denovo	eelDenovo__Unknown__TRINITY_DN10285_c0_g1_i4.p1	eel		MAFB	378.0
denovo	eelDenovo__Unknown__TRINITY_DN17_c1_g1_i4.p1	eel		MAFF	160.0
denovo	eelDenovo__Unknown__TRINITY_DN16734_c0_g1_i7.p2	eel		MAFG	234.0
denovo	eelDenovo__Unknown__TRINITY_DN24239_c0_g1_i6.p1	eel		MAFK	162.0
denovo	eelDenovo__Unknown__TRINITY_DN33521_c0_g2_i7.p1	eel		NRL	263.0
denovo	eelDenovo__Unknown__TRINITY_DN57211_c0_g1_i1.p1	eel		OTX1	255.0
denovo	eelDenovo__Unknown__TRINITY_DN73270_c0_g1_i6.p1	eel		OTX2	291.0
denovo	zebrafishDenovo__Unknown__TRINITY_DN15784_c0_g1_i1.p1	zebrafish		CMAF	152.0
denovo	zebrafishDenovo__Unknown__TRINITY_DN3855_c0_g1_i5.p1	zebrafish		CRX	290.0
denovo	zebrafishDenovo__Unknown__TRINITY_DN52277_c0_g1_i1.p1	zebrafish		MAFA	114.0
denovo	zebrafishDenovo__Unknown__TRINITY_DN85309_c0_g1_i1.p1	zebrafish		MAFB	147.0
denovo	zebrafishDenovo__Unknown__TRINITY_DN24357_c0_g1_i1.p2	zebrafish		MAFF	109.0
denovo	zebrafishDenovo__Unknown__TRINITY_DN54466_c0_g1_i2.p1	zebrafish		MAFG	206.0
denovo	zebrafishDenovo__Unknown__TRINITY_DN71006_c0_g1_i1.p2	zebrafish		MAFK	103.0
denovo	zebrafishDenovo__Unknown__TRINITY_DN112_c2_g1_i21.p1	zebrafish		NRL	413.0
denovo	zebrafishDenovo__Unknown__TRINITY_DN25331_c0_g1_i2.p1	zebrafish		OTX1	339.0
denovo	zebrafishDenovo__Unknown__TRINITY_DN3855_c0_g1_i5.p1	zebrafish		OTX2	290.0
denovo	yangtzeCatfishDenovo__Unknown__TRINITY_DN9366_c1_g1_i1.p2	yangtzeCatfish		CMAF	226.0
denovo	yangtzeCatfishDenovo__Unknown__TRINITY_DN418_c0_g3_i7.p1	yangtzeCatfish		CRX	265.0
denovo	yangtzeCatfishDenovo__Unknown__TRINITY_DN5320_c4_g1_i1.p1	yangtzeCatfish		MAFB	406.0
denovo	yangtzeCatfishDenovo__Unknown__TRINITY_DN8217_c0_g3_i7.p2	yangtzeCatfish		MAFF	160.0
denovo	yangtzeCatfishDenovo__Unknown__TRINITY_DN6074_c0_g1_i4.p1	yangtzeCatfish		MAFG	237.0
denovo	yangtzeCatfishDenovo__Unknown__TRINITY_DN18419_c0_g1_i1.p1	yangtzeCatfish		MAFK	171.0
denovo	yangtzeCatfishDenovo__Unknown__TRINITY_DN2946_c1_g1_i1.p1	yangtzeCatfish		NRL	418.0
denovo	yangtzeCatfishDenovo__Unknown__TRINITY_DN6440_c1_g1_i1.p1	yangtzeCatfish		OTX1	353.0
denovo	yangtzeCatfishDenovo__Unknown__TRINITY_DN418_c0_g3_i7.p1	yangtzeCatfish		OTX2	265.0
denovo	northernPikeDenovo__Unknown__TRINITY_DN5580_c2_g2_i1.p1	northernPike		CMAF	333.0
denovo	northernPikeDenovo__Unknown__TRINITY_DN508_c0_g1_i1.p1	northernPike		CRX	304.0
denovo	northernPikeDenovo__Unknown__TRINITY_DN18254_c0_g1_i1.p1	northernPike		MAFA	309.0
denovo	northernPikeDenovo__Unknown__TRINITY_DN4145_c2_g1_i2.p1	northernPike		MAFB	467.0
denovo	northernPikeDenovo__Unknown__TRINITY_DN2890_c0_g2_i2.p2	northernPike		MAFF	159.0
denovo	northernPikeDenovo__Unknown__TRINITY_DN2890_c0_g5_i1.p1	northernPike		MAFG	171.0
denovo	northernPikeDenovo__Unknown__TRINITY_DN9584_c0_g1_i5.p1	northernPike		MAFK	161.0
denovo	northernPikeDenovo__Unknown__TRINITY_DN451_c0_g1_i12.p1	northernPike		NRL	438.0
denovo	northernPikeDenovo__Unknown__TRINITY_DN7752_c0_g2_i2.p1	northernPike		OTX1	337.0
denovo	northernPikeDenovo__Unknown__TRINITY_DN508_c2_g1_i2.p1	northernPike		OTX2	296.0
denovo	lanternFishDenovo__Unknown__TRINITY_DN576_c0_g1_i3.p1	lanternFish		CRX	293.0
denovo	lanternFishDenovo__Unknown__TRINITY_DN43567_c0_g1_i1.p2	lanternFish		NRL	101.0
denovo	lanternFishDenovo__Unknown__TRINITY_DN576_c0_g1_i3.p1	lanternFish		OTX2	293.0
denovo	codDenovo__Unknown__TRINITY_DN528_c1_g1_i1.p1	cod		CRX	296.0
denovo	codDenovo__Unknown__TRINITY_DN342_c1_g1_i1.p1	cod		MAFB	395.0
denovo	codDenovo__Unknown__TRINITY_DN200_c1_g1_i3.p1	cod		NRL	472.0
denovo	codDenovo__Unknown__TRINITY_DN7360_c0_g1_i2.p1	cod		OTX2	452.0
denovo	tunaDenovo__Unknown__TRINITY_DN177_c1_g1_i16.p1	tuna		CRX	450.0
denovo	tunaDenovo__Unknown__TRINITY_DN4544_c0_g1_i1.p1	tuna		MAFB	409.0
denovo	tunaDenovo__Unknown__TRINITY_DN2230_c0_g3_i1.p1	tuna		MAFF	207.0
denovo	tunaDenovo__Unknown__TRINITY_DN45236_c0_g1_i1.p1	tuna		MAFG	128.0
denovo	tunaDenovo__Unknown__TRINITY_DN33611_c0_g1_i1.p1	tuna		MAFK	128.0
denovo	tunaDenovo__Unknown__TRINITY_DN3893_c0_g1_i1.p1	tuna		NRL	253.0
denovo	tunaDenovo__Unknown__TRINITY_DN177_c1_g1_i16.p1	tuna		OTX2	450.0
denovo	cichlidDenovo__Unknown__TRINITY_DN43933_c0_g1_i1.p1	cichlid		CMAF	141.0
denovo	cichlidDenovo__Unknown__TRINITY_DN7215_c0_g1_i1.p1	cichlid		CRX	297.0
denovo	cichlidDenovo__Unknown__TRINITY_DN51_c1_g1_i1.p1	cichlid		MAFB	424.0
denovo	cichlidDenovo__Unknown__TRINITY_DN48907_c0_g1_i1.p1	cichlid		MAFF	159.0
denovo	cichlidDenovo__Unknown__TRINITY_DN244_c0_g1_i1.p1	cichlid		NRL	428.0
denovo	cichlidDenovo__Unknown__TRINITY_DN5108_c0_g1_i1.p1	cichlid		OTX1	108.0
denovo	cichlidDenovo__Unknown__TRINITY_DN7215_c0_g1_i1.p1	cichlid		OTX2	297.0
denovo	yellowPeacockFishDenovo__Unknown__TRINITY_DN17161_c0_g1_i1.p1	yellowPeacockFish		CMAF	245.0
denovo	yellowPeacockFishDenovo__Unknown__TRINITY_DN4424_c0_g2_i1.p1	yellowPeacockFish		CRX	296.0
denovo	yellowPeacockFishDenovo__Unknown__TRINITY_DN83637_c0_g1_i1.p1	yellowPeacockFish		MAFA	145.0
denovo	yellowPeacockFishDenovo__Unknown__TRINITY_DN6718_c0_g1_i1.p1	yellowPeacockFish		MAFB	409.0
denovo	yellowPeacockFishDenovo__Unknown__TRINITY_DN4395_c0_g1_i2.p2	yellowPeacockFish		MAFF	159.0
denovo	yellowPeacockFishDenovo__Unknown__TRINITY_DN10960_c0_g1_i5.p1	yellowPeacockFish		MAFG	228.0
denovo	yellowPeacockFishDenovo__Unknown__TRINITY_DN97312_c0_g1_i1.p1	yellowPeacockFish		MAFK	156.0
denovo	yellowPeacockFishDenovo__Unknown__TRINITY_DN1945_c0_g1_i2.p1	yellowPeacockFish		NRL	431.0
denovo	yellowPeacockFishDenovo__Unknown__TRINITY_DN12787_c0_g1_i2.p1	yellowPeacockFish		OTX1	294.0
denovo	yellowPeacockFishDenovo__Unknown__TRINITY_DN4424_c0_g2_i1.p1	yellowPeacockFish		OTX2	296.0
denovo	triggerfishDenovo__Unknown__TRINITY_DN301_c0_g1_i2.p1	triggerfish		CRX	297.0
denovo	triggerfishDenovo__Unknown__TRINITY_DN8554_c0_g1_i2.p1	triggerfish		MAFF	158.0
denovo	triggerfishDenovo__Unknown__TRINITY_DN301_c0_g1_i2.p1	triggerfish		OTX2	297.0
denovo	giltheadBreamDenovo__Unknown__TRINITY_DN4044_c0_g1_i2.p1	giltheadBream		CRX	356.0
denovo	giltheadBreamDenovo__Unknown__TRINITY_DN9304_c2_g2_i1.p1	giltheadBream		MAFB	228.0
denovo	giltheadBreamDenovo__Unknown__TRINITY_DN3014_c0_g2_i1.p1	giltheadBream		NRL	448.0
denovo	giltheadBreamDenovo__Unknown__TRINITY_DN4044_c0_g1_i2.p1	giltheadBream		OTX2	356.0
denovo	bluegillDenovo__Unknown__TRINITY_DN9939_c0_g1_i1.p2	bluegill		CMAF	388.0
denovo	bluegillDenovo__Unknown__TRINITY_DN2316_c1_g2_i1.p1	bluegill		CRX	296.0
denovo	bluegillDenovo__Unknown__TRINITY_DN10979_c0_g1_i6.p1	bluegill		MAFA	312.0
denovo	bluegillDenovo__Unknown__TRINITY_DN1031_c1_g1_i8.p1	bluegill		MAFB	409.0
denovo	bluegillDenovo__Unknown__TRINITY_DN271_c0_g1_i4.p1	bluegill		MAFF	208.0
denovo	bluegillDenovo__Unknown__TRINITY_DN3176_c1_g1_i2.p1	bluegill		MAFG	183.0
denovo	bluegillDenovo__Unknown__TRINITY_DN16904_c1_g1_i2.p1	bluegill		MAFK	161.0
denovo	bluegillDenovo__Unknown__TRINITY_DN114_c13_g1_i13.p1	bluegill		NRL	429.0
denovo	bluegillDenovo__Unknown__TRINITY_DN2873_c0_g3_i1.p1	bluegill		OTX1	289.0
denovo	bluegillDenovo__Unknown__TRINITY_DN2248_c1_g1_i4.p1	bluegill		OTX2	357.0
denovo	chineseSalamanderDenovo__Unknown__TRINITY_DN7869_c2_g1_i1.p1	chineseSalamander		CMAF	197.0
denovo	chineseSalamanderDenovo__Unknown__TRINITY_DN1080_c0_g1_i1.p1	chineseSalamander		CRX	296.0
denovo	chineseSalamanderDenovo__Unknown__TRINITY_DN45281_c0_g1_i1.p1	chineseSalamander		MAFA	166.0
denovo	chineseSalamanderDenovo__Unknown__TRINITY_DN30536_c0_g1_i2.p1	chineseSalamander		MAFB	321.0
denovo	chineseSalamanderDenovo__Unknown__TRINITY_DN98594_c0_g1_i1.p2	chineseSalamander		MAFF	104.0
denovo	chineseSalamanderDenovo__Unknown__TRINITY_DN13272_c0_g1_i1.p1	chineseSalamander		MAFG	127.0
denovo	chineseSalamanderDenovo__Unknown__TRINITY_DN56040_c0_g1_i2.p1	chineseSalamander		MAFK	176.0
denovo	chineseSalamanderDenovo__Unknown__TRINITY_DN15256_c0_g3_i1.p1	chineseSalamander		NRL	273.0
denovo	chineseSalamanderDenovo__Unknown__TRINITY_DN10725_c1_g1_i4.p1	chineseSalamander		OTX1	279.0
denovo	chineseSalamanderDenovo__Unknown__TRINITY_DN94097_c0_g1_i1.p2	chineseSalamander		OTX2	106.0
denovo	redSalamanderDenovo__Unknown__TRINITY_DN19329_c0_g1_i1.p1	redSalamander		CMAF	332.0
denovo	redSalamanderDenovo__Unknown__TRINITY_DN1457_c1_g1_i8.p1	redSalamander		CRX	296.0
denovo	redSalamanderDenovo__Unknown__TRINITY_DN3785_c6_g1_i3.p1	redSalamander		MAFA	319.0
denovo	redSalamanderDenovo__Unknown__TRINITY_DN22393_c0_g1_i1.p1	redSalamander		MAFB	322.0
denovo	redSalamanderDenovo__Unknown__TRINITY_DN12403_c0_g1_i2.p2	redSalamander		MAFF	156.0
denovo	redSalamanderDenovo__Unknown__TRINITY_DN278064_c0_g1_i1.p1	redSalamander		MAFG	194.0
denovo	redSalamanderDenovo__Unknown__TRINITY_DN26937_c0_g1_i1.p1	redSalamander		MAFK	220.0
denovo	redSalamanderDenovo__Unknown__TRINITY_DN3202_c1_g1_i9.p1	redSalamander		NRL	285.0
denovo	redSalamanderDenovo__Unknown__TRINITY_DN2759_c0_g2_i1.p1	redSalamander		OTX1	331.0
denovo	redSalamanderDenovo__Unknown__TRINITY_DN271388_c0_g1_i1.p1	redSalamander		OTX2	117.0
denovo	westernFrogDenovo__Unknown__TRINITY_DN48255_c1_g1_i2.p1	westernFrog		CMAF	362.0
denovo	westernFrogDenovo__Unknown__TRINITY_DN4469_c1_g2_i2.p1	westernFrog		CRX	300.0
denovo	westernFrogDenovo__Unknown__TRINITY_DN144466_c0_g1_i1.p2	westernFrog		MAFA	290.0
denovo	westernFrogDenovo__Unknown__TRINITY_DN5068_c0_g1_i1.p1	westernFrog		MAFB	317.0
denovo	westernFrogDenovo__Unknown__TRINITY_DN3796_c0_g1_i25.p1	westernFrog		MAFF	149.0
denovo	westernFrogDenovo__Unknown__TRINITY_DN25049_c0_g1_i1.p1	westernFrog		MAFG	221.0
denovo	westernFrogDenovo__Unknown__TRINITY_DN5471_c0_g1_i11.p1	westernFrog		MAFK	201.0
denovo	westernFrogDenovo__Unknown__TRINITY_DN48255_c0_g1_i1.p1	westernFrog		NRL	263.0
denovo	westernFrogDenovo__Unknown__TRINITY_DN10263_c0_g1_i2.p1	westernFrog		OTX1	407.0
denovo	westernFrogDenovo__Unknown__TRINITY_DN500_c0_g1_i16.p1	westernFrog		OTX2	307.0
denovo	africanFrogDenovo__Unknown__TRINITY_DN1995_c0_g1_i8.p1	africanFrog		CMAF	397.0
