OrganismShortName	OrganismID	OrganismColor	bulkrna107	AnnotationSource	AnnotationType	CMAF	MAFA	MAFB	NRL	MAFF	MAFG	MAFK	OTX1	OTX2	CRX	nMAFL	nMAFS	nOTX
hornedOwl	Bubo_virginianus	Birds	Yes	GCA	denovo	hornedOwlDenovo__Unknown__TRINITY_DN9572_c0_g1_i1.p1		hornedOwlDenovo__Unknown__TRINITY_DN6111_c0_g2_i1.p2		hornedOwlDenovo__Unknown__TRINITY_DN3969_c0_g1_i1.p2	hornedOwlDenovo__Unknown__TRINITY_DN6225_c0_g1_i1.p2	hornedOwlDenovo__Unknown__TRINITY_DN6225_c1_g1_i7.p1	hornedOwlDenovo__Unknown__TRINITY_DN1551_c1_g2_i1.p1	hornedOwlDenovo__Unknown__TRINITY_DN1551_c1_g1_i4.p1	hornedOwlDenovo__Unknown__TRINITY_DN76_c0_g2_i1.p3	2.0	3.0	3.0
mousebird	Colius_striatus	Birds	No	GCF	annotated	mousebird__MAF__XP_061863169.1	mousebird__MAFA__XP_010203193.2	mousebird__MAFB__XP_061864958.1		mousebird__MAFF__XP_061868468.1	mousebird__MAFG__XP_061867004.1	mousebird__MAFK__XP_061848223.1	mousebird__OTX1__XP_061846423.1		mousebird__OTX2__XP_061854290.1	3.0	3.0	2.0
hoopoe	Upupa_epops	Birds	Yes	GCF Near	denovo	hoopoeDenovo__Unknown__TRINITY_DN10526_c6_g1_i1.p1	hoopoeDenovo__Unknown__TRINITY_DN11735_c0_g1_i1.p2	hoopoeDenovo__Unknown__TRINITY_DN3174_c1_g1_i1.p2		hoopoeDenovo__Unknown__TRINITY_DN3185_c0_g3_i1.p1	hoopoeDenovo__Unknown__TRINITY_DN755_c0_g1_i71.p2	hoopoeDenovo__Unknown__TRINITY_DN1239_c0_g1_i5.p1	hoopoeDenovo__Unknown__TRINITY_DN3516_c2_g1_i7.p1	hoopoeDenovo__Unknown__TRINITY_DN6292_c1_g1_i1.p3	hoopoeDenovo__Unknown__TRINITY_DN6292_c1_g1_i1.p3	3.0	3.0	3.0
honeyguide	Indicator_indicator	Birds	No	GCF	annotated	honeyguide__MAF__XP_054245698.1	honeyguide__MAFA__XP_054241450.1	honeyguide__MAFB__XP_054247952.1		honeyguide__MAFF__XP_054242609.1	honeyguide__MAFG__XP_054249713.1	honeyguide__MAFK__XP_054247354.1	honeyguide__OTX1__XP_054239553.1	honeyguide__OTX2__XP_054256273.1		3.0	3.0	2.0
woodpecker	Picus_canus	Birds	Yes	GCF Near	denovo	woodpeckerDenovo__Unknown__TRINITY_DN1110_c11_g1_i1.p1	woodpeckerDenovo__Unknown__TRINITY_DN2795_c1_g1_i1.p1	woodpeckerDenovo__Unknown__TRINITY_DN235_c9_g1_i1.p1		woodpeckerDenovo__Unknown__TRINITY_DN3984_c0_g1_i1.p2	woodpeckerDenovo__Unknown__TRINITY_DN6025_c1_g1_i1.p1	woodpeckerDenovo__Unknown__TRINITY_DN1751_c0_g1_i3.p1	woodpeckerDenovo__Unknown__TRINITY_DN3851_c0_g1_i4.p1	woodpeckerDenovo__Unknown__TRINITY_DN175_c5_g1_i2.p1	woodpeckerDenovo__Unknown__TRINITY_DN3851_c0_g3_i2.p2	3.0	3.0	3.0
budgerigar	Melopsittacus_undulatus	Birds	Yes	GCF	annotated	budgerigar__MAF__XP_033928568.1	budgerigar__MAFA__XP_033921063.1	budgerigar__MAFB__XP_030903509.1		budgerigar__MAFF__XP_033918644.1	budgerigar__MAFG__XP_033923786.1	budgerigar__MAFK__XP_030901453.1	budgerigar__OTX1__XP_033916893.1		budgerigar__OTX2__XP_033918106.1	3.0	3.0	2.0
budgerigar	Melopsittacus_undulatus	Birds	Yes	GCF	denovo	budgerigarDenovo__Unknown__TRINITY_DN8103_c4_g1_i1.p1	budgerigarDenovo__Unknown__TRINITY_DN1982_c0_g2_i5.p1	budgerigarDenovo__Unknown__TRINITY_DN1982_c0_g3_i1.p1		budgerigarDenovo__Unknown__TRINITY_DN6568_c0_g1_i3.p4	budgerigarDenovo__Unknown__TRINITY_DN2964_c0_g1_i2.p1	budgerigarDenovo__Unknown__TRINITY_DN2964_c1_g1_i3.p1	budgerigarDenovo__Unknown__TRINITY_DN45182_c1_g1_i1.p1	budgerigarDenovo__Unknown__TRINITY_DN2464_c0_g1_i4.p1		3.0	3.0	2.0
commonKestrel	Falco_tinnunculus	Birds	Yes	Ensembl	annotated	commonKestrel__gene_ENSFTIG00000003636__ENSFTIP00000005211	commonKestrel__gene_ENSFTIG00000002193__ENSFTIP00000003181	commonKestrel__gene_ENSFTIG00000008212__ENSFTIP00000012252		commonKestrel__gene_ENSFTIG00000014670__ENSFTIP00000022774	commonKestrel__gene_ENSFTIG00000000206__ENSFTIP00000000282	commonKestrel__gene_ENSFTIG00000004082__ENSFTIP00000005895	commonKestrel__gene_ENSFTIG00000009220__ENSFTIP00000013841			3.0	3.0	1.0
commonKestrel	Falco_tinnunculus	Birds	Yes	Ensembl	denovo	commonKestrelDenovo__Unknown__TRINITY_DN3161_c1_g2_i1.p1		commonKestrelDenovo__Unknown__TRINITY_DN3104_c0_g3_i1.p1		commonKestrelDenovo__Unknown__TRINITY_DN3772_c0_g1_i2.p4	commonKestrelDenovo__Unknown__TRINITY_DN4236_c1_g1_i1.p2	commonKestrelDenovo__Unknown__TRINITY_DN30535_c0_g1_i2.p1	commonKestrelDenovo__Unknown__TRINITY_DN4675_c0_g1_i2.p1	commonKestrelDenovo__Unknown__TRINITY_DN680_c0_g1_i5.p1	commonKestrelDenovo__Unknown__TRINITY_DN680_c0_g1_i5.p1	2.0	3.0	3.0
peregrineFalcon	Falco_peregrinus	Birds	No	GCF	annotated	peregrineFalcon__MAF__XP_055674912.1	peregrineFalcon__MAFA__XP_005235862.2	peregrineFalcon__MAFB__XP_005235943.1		peregrineFalcon__MAFF__XP_055665148.1	peregrineFalcon__MAFG__XP_055653462.1	peregrineFalcon__MAFK__XP_055660914.1	peregrineFalcon__OTX1__XP_027635620.2	peregrineFalcon__OTX2__XP_055649825.1		3.0	3.0	2.0
eurasianHobby	Falco_subbuteo	Birds	Yes	GCF Near	denovo	eurasianHobbyDenovo__Unknown__TRINITY_DN2872_c5_g1_i1.p1	eurasianHobbyDenovo__Unknown__TRINITY_DN2652_c1_g1_i3.p1	eurasianHobbyDenovo__Unknown__TRINITY_DN18289_c2_g1_i1.p1		eurasianHobbyDenovo__Unknown__TRINITY_DN1933_c1_g1_i4.p5		eurasianHobbyDenovo__Unknown__TRINITY_DN2360_c0_g2_i3.p1	eurasianHobbyDenovo__Unknown__TRINITY_DN9387_c1_g1_i3.p1	eurasianHobbyDenovo__Unknown__TRINITY_DN4604_c0_g2_i8.p2	eurasianHobbyDenovo__Unknown__TRINITY_DN4604_c0_g2_i8.p2	3.0	2.0	3.0
hawaiianCrow	Corvus_hawaiiensis	Birds	No	GCF	annotated	hawaiianCrow__MAF__XP_048173038.1	hawaiianCrow__MAFA__XP_048143014.1	hawaiianCrow__MAFB__XP_048178000.1		hawaiianCrow__MAFF__XP_048158218.1		hawaiianCrow__MAFK__XP_048176356.1	hawaiianCrow__OTX1__XP_048155630.1	hawaiianCrow__OTX2__XP_048164168.1	hawaiianCrow__LOC125334224__XP_048176825.1	3.0	2.0	3.0
carrionCrow	Corvus_corone	Birds	Yes	GCF Near	denovo	carrionCrowDenovo__Unknown__TRINITY_DN4005_c0_g1_i1.p1	carrionCrowDenovo__Unknown__TRINITY_DN551_c0_g1_i1.p2	carrionCrowDenovo__Unknown__TRINITY_DN551_c0_g2_i1.p1		carrionCrowDenovo__Unknown__TRINITY_DN8472_c0_g1_i4.p1	carrionCrowDenovo__Unknown__TRINITY_DN10479_c0_g1_i4.p3	carrionCrowDenovo__Unknown__TRINITY_DN1241_c0_g1_i1.p3	carrionCrowDenovo__Unknown__TRINITY_DN13513_c0_g1_i1.p1	carrionCrowDenovo__Unknown__TRINITY_DN249_c1_g2_i2.p1	carrionCrowDenovo__Unknown__TRINITY_DN5647_c0_g1_i1.p3	3.0	3.0	3.0
hoodedCrow	Corvus_cornix	Birds	Yes	GCF	annotated	hoodedCrow__MAF__XP_039414468.1	hoodedCrow__MAFA__XP_039406043.1	hoodedCrow__MAFB__XP_010395328.1		hoodedCrow__MAFF__XP_039427476.1	hoodedCrow__MAFG__XP_039418133.1	hoodedCrow__MAFK__XP_010390714.1	hoodedCrow__OTX1__XP_039425961.1	hoodedCrow__OTX2__XP_039408898.1	hoodedCrow__CRX__XP_039428352.1	3.0	3.0	3.0
hoodedCrow	Corvus_cornix	Birds	Yes	GCF	denovo	hoodedCrowDenovo__Unknown__TRINITY_DN8765_c1_g2_i1.p1	hoodedCrowDenovo__Unknown__TRINITY_DN1269_c0_g1_i4.p2	hoodedCrowDenovo__Unknown__TRINITY_DN1269_c0_g2_i1.p1		hoodedCrowDenovo__Unknown__TRINITY_DN5062_c0_g1_i3.p1	hoodedCrowDenovo__Unknown__TRINITY_DN8811_c0_g1_i6.p4	hoodedCrowDenovo__Unknown__TRINITY_DN860_c0_g1_i2.p3	hoodedCrowDenovo__Unknown__TRINITY_DN9383_c0_g2_i2.p1	hoodedCrowDenovo__Unknown__TRINITY_DN941_c1_g1_i3.p1	hoodedCrowDenovo__Unknown__TRINITY_DN9383_c0_g1_i7.p2	3.0	3.0	3.0
whiteWagtail	Motacilla_alba	Birds	Yes	GCF	annotated	whiteWagtail__MAF__XP_038004334.1	whiteWagtail__MAFA__XP_037985746.1	whiteWagtail__MAFB__XP_038015228.1		whiteWagtail__MAFF__XP_038009455.1	whiteWagtail__MAFG__XP_038012979.1	whiteWagtail__MAFK__XP_038006777.1	whiteWagtail__OTX1__XP_037990010.1	whiteWagtail__OTX2__XP_037994591.1		3.0	3.0	2.0
whiteWagtail	Motacilla_alba	Birds	Yes	GCF	denovo	whiteWagtailDenovo__Unknown__TRINITY_DN26_c2_g1_i2.p1		whiteWagtailDenovo__Unknown__TRINITY_DN2744_c0_g2_i1.p1		whiteWagtailDenovo__Unknown__TRINITY_DN2388_c0_g1_i2.p4	whiteWagtailDenovo__Unknown__TRINITY_DN5683_c0_g1_i4.p1	whiteWagtailDenovo__Unknown__TRINITY_DN856_c1_g1_i2.p1	whiteWagtailDenovo__Unknown__TRINITY_DN4836_c1_g1_i4.p1	whiteWagtailDenovo__Unknown__TRINITY_DN154_c1_g1_i5.p1	whiteWagtailDenovo__Unknown__TRINITY_DN154_c1_g1_i5.p1	2.0	3.0	3.0
canary	Serinus_canaria	Birds	Yes	GCF	annotated	canary__MAF__XP_050834999.1	canary__MAFA__XP_030085722.1	canary__MAFB__XP_009091206.1		canary__MAFF__XP_009084748.1	canary__MAFG__XP_030087135.1	canary__MAFK__XP_018771431.1	canary__OTX1__XP_050828896.1	canary__OTX2__XP_009099887.1		3.0	3.0	2.0
canary	Serinus_canaria	Birds	Yes	GCF	denovo	canaryDenovo__Unknown__TRINITY_DN821_c1_g1_i1.p1	canaryDenovo__Unknown__TRINITY_DN5639_c0_g3_i2.p2	canaryDenovo__Unknown__TRINITY_DN5639_c0_g1_i2.p1		canaryDenovo__Unknown__TRINITY_DN666_c0_g1_i1.p3	canaryDenovo__Unknown__TRINITY_DN5851_c0_g1_i1.p1	canaryDenovo__Unknown__TRINITY_DN5851_c0_g2_i1.p1	canaryDenovo__Unknown__TRINITY_DN15387_c0_g2_i1.p1	canaryDenovo__Unknown__TRINITY_DN1082_c0_g2_i1.p1	canaryDenovo__Unknown__TRINITY_DN1082_c0_g2_i1.p1	3.0	3.0	3.0
zebrafinch	Taeniopygia_guttata	Birds	Yes	GCF	annotated	zebrafinch__MAF__XP_030138184.2	zebrafinch__MAFA__XP_030122661.1	zebrafinch__MAFB__XP_072773087.1		zebrafinch__MAFF__XP_030118873.1	zebrafinch__MAFG__XP_030143375.1	zebrafinch__MAFK__XP_072792010.1	zebrafinch__OTX1__XP_030125146.3	zebrafinch__OTX2__XP_030131074.1	zebrafinch__CRX__XP_072777012.1	3.0	3.0	3.0
zebrafinch	Taeniopygia_guttata	Birds	Yes	GCF	denovo	zebrafinchDenovo__Unknown__TRINITY_DN1857_c0_g3_i1.p1	zebrafinchDenovo__Unknown__TRINITY_DN665_c0_g1_i7.p2	zebrafinchDenovo__Unknown__TRINITY_DN665_c0_g3_i1.p3		zebrafinchDenovo__Unknown__TRINITY_DN8261_c0_g1_i5.p1	zebrafinchDenovo__Unknown__TRINITY_DN4465_c0_g1_i9.p5	zebrafinchDenovo__Unknown__TRINITY_DN2005_c0_g2_i2.p1	zebrafinchDenovo__Unknown__TRINITY_DN8388_c2_g2_i1.p2	zebrafinchDenovo__Unknown__TRINITY_DN8388_c2_g1_i1.p1	zebrafinchDenovo__Unknown__TRINITY_DN10782_c0_g1_i34.p1	3.0	3.0	3.0
platypus	Ornithorhynchus_anatinus	Mammals	No	GCF	annotated	platypus__MAF__XP_028908667.1	platypus__MAFA__XP_007656620.2	platypus__MAFB__XP_028926613.1	platypus__NRL__XP_028934270.1	platypus__MAFF__XP_028935268.1	platypus__MAFG__XP_028912595.1	platypus__MAFK__XP_001514510.2	platypus__OTX1__XP_028927478.1	platypus__CRX__XP_028922525.1,platypus__OTX2__XP_039769946.1		4.0	3.0	2.0
opossum	Monodelphis_domestica	Mammals	Yes	GCF	annotated	opossum__MAF__XP_016284180.1	opossum__MAFA__XP_056678923.1	opossum__MAFB__XP_007474403.2	opossum__NRL__XP_056666074.1	opossum__MAFF__XP_056654910.1	opossum__MAFG__XP_007482908.1	opossum__MAFK__XP_007498385.1	opossum__OTX1__XP_001374919.2	opossum__OTX2__XP_056666776.1		4.0	3.0	2.0
opossum	Monodelphis_domestica	Mammals	Yes	GCF	denovo	opossumDenovo__Unknown__TRINITY_DN6872_c0_g2_i1.p1		opossumDenovo__Unknown__TRINITY_DN6872_c0_g1_i2.p1	opossumDenovo__Unknown__TRINITY_DN427_c0_g1_i3.p1				opossumDenovo__Unknown__TRINITY_DN2911_c0_g1_i3.p1	opossumDenovo__Unknown__TRINITY_DN50648_c0_g1_i3.p1	opossumDenovo__Unknown__TRINITY_DN50648_c0_g1_i3.p1	3.0	0.0	3.0
europeanHedgehog	Erinaceus_europaeus	Mammals	No	GCF	annotated	europeanHedgehog__MAF__XP_060041113.1	europeanHedgehog__MAFA__XP_007516052.1	europeanHedgehog__MAFB__XP_007521706.2	europeanHedgehog__NRL__XP_016049314.2	europeanHedgehog__MAFF__XP_060044945.1	europeanHedgehog__MAFG__XP_060027730.1	europeanHedgehog__MAFK__XP_007525129.1	europeanHedgehog__OTX1__XP_060043185.1	europeanHedgehog__OTX2__XP_007535826.1	europeanHedgehog__CRX__XP_007538635.1	4.0	3.0	3.0
sacwingedBat	Saccopteryx_bilineata	Mammals	No	GCF	annotated	sacwingedBat__MAF__XP_066098959.1	sacwingedBat__MAFA__XP_066121610.1	sacwingedBat__MAFB__XP_066091476.1	sacwingedBat__NRL__XP_066133605.1	sacwingedBat__MAFF__XP_066114419.1	sacwingedBat__MAFG__XP_066093539.1	sacwingedBat__MAFK__XP_066129634.1	sacwingedBat__OTX1__XP_066123323.1	sacwingedBat__OTX2__XP_066132606.1	sacwingedBat__CRX__XP_066127770.1	4.0	3.0	3.0
tombBat	Taphozous_melanopogon	Mammals	Yes	GCF Near	denovo	tombBatDenovo__Unknown__TRINITY_DN5718_c1_g1_i3.p1	tombBatDenovo__Unknown__TRINITY_DN21905_c0_g1_i1.p1	tombBatDenovo__Unknown__TRINITY_DN25551_c0_g2_i1.p2	tombBatDenovo__Unknown__TRINITY_DN5718_c1_g1_i3.p1			tombBatDenovo__Unknown__TRINITY_DN7550_c0_g2_i9.p1	tombBatDenovo__Unknown__TRINITY_DN3752_c0_g3_i5.p1	tombBatDenovo__Unknown__TRINITY_DN129_c0_g1_i61.p2	tombBatDenovo__Unknown__TRINITY_DN1225_c1_g1_i35.p1	4.0	1.0	3.0
daubentonBat	Myotis_daubentonii	Mammals	No	GCF	annotated	daubentonBat__MAF__XP_059523362.1	daubentonBat__MAFA__XP_059528455.1	daubentonBat__MAFB__XP_059563059.1	daubentonBat__NRL__XP_059564454.1	daubentonBat__MAFF__XP_059537548.1	daubentonBat__MAFG__XP_059527539.1	daubentonBat__MAFK__XP_059555425.1	daubentonBat__OTX1__XP_059515653.1	daubentonBat__OTX2__XP_059551101.1	daubentonBat__LOC132216657__XP_059521972.1	4.0	3.0	3.0
myotisBat	Myotis_laniger	Mammals	Yes	GCF Near	denovo	myotisBatDenovo__Unknown__TRINITY_DN13887_c0_g3_i2.p1		myotisBatDenovo__Unknown__TRINITY_DN155749_c0_g3_i1.p2	myotisBatDenovo__Unknown__TRINITY_DN428_c0_g1_i6.p1	myotisBatDenovo__Unknown__TRINITY_DN46536_c0_g1_i1.p2	myotisBatDenovo__Unknown__TRINITY_DN142985_c0_g1_i1.p1		myotisBatDenovo__Unknown__TRINITY_DN1682_c0_g1_i3.p1	myotisBatDenovo__Unknown__TRINITY_DN620_c0_g1_i8.p1	myotisBatDenovo__Unknown__TRINITY_DN124_c0_g1_i6.p1	3.0	2.0	3.0
roundleafBat	Hipposideros_armiger	Mammals	Yes	GCF	annotated	roundleafBat__MAF__XP_019490287.1	roundleafBat__MAFA__XP_019513343.1	roundleafBat__MAFB__XP_019492655.1	roundleafBat__NRL__XP_019518658.1	roundleafBat__MAFF__XP_019520114.1	roundleafBat__MAFG__XP_019517383.1	roundleafBat__MAFK__XP_019493117.1	roundleafBat__OTX1__XP_019491596.1	roundleafBat__OTX2__XP_019500461.1	roundleafBat__CRX__XP_019490603.1	4.0	3.0	3.0
roundleafBat	Hipposideros_armiger	Mammals	Yes	GCF	denovo	roundleafBatDenovo__Unknown__TRINITY_DN2744_c0_g4_i5.p1		roundleafBatDenovo__Unknown__TRINITY_DN279243_c0_g1_i1.p2	roundleafBatDenovo__Unknown__TRINITY_DN5718_c0_g1_i17.p1	roundleafBatDenovo__Unknown__TRINITY_DN16162_c0_g1_i1.p1	roundleafBatDenovo__Unknown__TRINITY_DN10795_c0_g1_i5.p1		roundleafBatDenovo__Unknown__TRINITY_DN29_c0_g1_i1.p1	roundleafBatDenovo__Unknown__TRINITY_DN560_c0_g2_i2.p1	roundleafBatDenovo__Unknown__TRINITY_DN1376_c0_g1_i4.p1	3.0	2.0	3.0
fruitBat	Cynopterus_sphinx	Mammals	Yes	GCF Near	denovo	fruitBatDenovo__Unknown__TRINITY_DN66218_c0_g1_i2.p2			fruitBatDenovo__Unknown__TRINITY_DN2219_c0_g2_i4.p1	fruitBatDenovo__Unknown__TRINITY_DN8295_c1_g1_i1.p1				fruitBatDenovo__Unknown__TRINITY_DN136703_c0_g1_i1.p1	fruitBatDenovo__Unknown__TRINITY_DN828_c0_g1_i2.p1	2.0	1.0	2.0
egyptianBat	Rousettus_aegyptiacus	Mammals	No	GCF	annotated	egyptianBat__MAF__XP_016007494.2	egyptianBat__MAFA__XP_015994715.2	egyptianBat__MAFB__XP_015993032.1	egyptianBat__NRL__XP_015976087.1	egyptianBat__MAFF__XP_036093375.1	egyptianBat__MAFG__XP_016019320.1	egyptianBat__MAFK__XP_015974595.1	egyptianBat__OTX1__XP_016018485.1	egyptianBat__OTX2__XP_016011594.1	egyptianBat__CRX__XP_016010792.1	4.0	3.0	3.0
nectarBat	Eonycteris_spelaea	Mammals	Yes	GCF Near	denovo	nectarBatDenovo__Unknown__TRINITY_DN9159_c0_g1_i1.p1		nectarBatDenovo__Unknown__TRINITY_DN278_c2_g1_i1.p2	nectarBatDenovo__Unknown__TRINITY_DN1103_c0_g1_i4.p1	nectarBatDenovo__Unknown__TRINITY_DN154_c0_g1_i2.p1	nectarBatDenovo__Unknown__TRINITY_DN136_c0_g1_i1.p1		nectarBatDenovo__Unknown__TRINITY_DN3304_c3_g1_i3.p1	nectarBatDenovo__Unknown__TRINITY_DN43961_c0_g1_i1.p1	nectarBatDenovo__Unknown__TRINITY_DN4685_c0_g1_i3.p1	3.0	2.0	3.0
horse	Equus_caballus	Mammals	Yes	GCF	annotated	horse__MAF__XP_014593763.2	horse__MAFA__XP_023504885.1	horse__MAFB__XP_023482332.1	horse__NRL__XP_001491313.1	horse__MAFF__XP_023487201.1	horse__MAFG__XP_005597102.2	horse__MAFK__XP_023510876.1	horse__OTX1__XP_023474792.1	horse__OTX2__XP_014591350.1	horse__CRX__XP_023507330.1	4.0	3.0	3.0
horse	Equus_caballus	Mammals	Yes	GCF	denovo	horseDenovo__Unknown__TRINITY_DN5851_c2_g1_i1.p1	horseDenovo__Unknown__TRINITY_DN947_c0_g1_i5.p2	horseDenovo__Unknown__TRINITY_DN10619_c1_g1_i1.p1	horseDenovo__Unknown__TRINITY_DN3320_c0_g1_i2.p1		horseDenovo__Unknown__TRINITY_DN1673_c0_g1_i2.p5		horseDenovo__Unknown__TRINITY_DN887_c2_g1_i8.p1		horseDenovo__Unknown__TRINITY_DN18979_c0_g2_i5.p1	4.0	1.0	2.0
pig	Sus_scrofa	Mammals	Yes	GCF	annotated	pig__MAF__XP_020952724.1	pig__MAFA__XP_020946195.1	pig__MAFB__XP_013840831.2	pig__NRL__XP_001925889.3	pig__MAFF__XP_013843663.1	pig__MAFG__XP_020922083.1	pig__MAFK__XP_003124297.1	pig__OTX1__XP_003125144.1	pig__OTX2__XP_005660049.1	pig__CRX__XP_003127313.2	4.0	3.0	3.0
pig	Sus_scrofa	Mammals	Yes	GCF	denovo	pigDenovo__Unknown__TRINITY_DN1008_c3_g1_i1.p1		pigDenovo__Unknown__TRINITY_DN10608_c0_g2_i1.p2	pigDenovo__Unknown__TRINITY_DN620_c0_g1_i16.p1	pigDenovo__Unknown__TRINITY_DN27559_c0_g1_i1.p1	pigDenovo__Unknown__TRINITY_DN9744_c1_g2_i2.p1	pigDenovo__Unknown__TRINITY_DN9744_c1_g1_i3.p4		pigDenovo__Unknown__TRINITY_DN715_c0_g1_i4.p1	pigDenovo__Unknown__TRINITY_DN1074_c0_g1_i2.p1	3.0	3.0	2.0
minkeWhale	Balaenoptera_acutorostrata	Mammals	No	GCF	annotated	minkeWhale__MAF__XP_057389759.1	minkeWhale__MAFA__XP_057388115.1	minkeWhale__MAFB__XP_057386227.1	minkeWhale__NRL__XP_007180659.1	minkeWhale__MAFF__XP_057413363.1	minkeWhale__MAFG__XP_028023182.1	minkeWhale__MAFK__XP_057385102.1	minkeWhale__OTX1__XP_007189783.2	minkeWhale__LOC103019289__XP_057384495.1,minkeWhale__OTX2__XP_007192978.1	minkeWhale__LOC103005484__XP_007168269.1	4.0	3.0	3.0
bowheadWhale	Balaena_mysticetus	Mammals	Yes	GCF Near	denovo	bowheadWhaleDenovo__Unknown__TRINITY_DN2161_c4_g1_i1.p1		bowheadWhaleDenovo__Unknown__TRINITY_DN27949_c0_g1_i1.p3	bowheadWhaleDenovo__Unknown__TRINITY_DN1186_c0_g1_i9.p1		bowheadWhaleDenovo__Unknown__TRINITY_DN5181_c0_g1_i3.p3		bowheadWhaleDenovo__Unknown__TRINITY_DN70539_c0_g1_i1.p2	bowheadWhaleDenovo__Unknown__TRINITY_DN2151_c0_g1_i6.p1	bowheadWhaleDenovo__Unknown__TRINITY_DN1153_c9_g1_i1.p1	3.0	1.0	3.0
cow	Bos_taurus	Mammals	Yes	GCF	annotated	cow__MAF__XP_059733001.1	cow__MAFA__XP_059730327.1	cow__MAFB__XP_002692508.1	cow__NRL__XP_010807337.1	cow__MAFF__XP_024847998.1	cow__MAFG__XP_059734011.1	cow__MAFK__XP_005225295.1	cow__OTX1__XP_005212853.1	cow__OTX2__XP_059746555.1	cow__CRX__NP_776329.1	4.0	3.0	3.0
cow	Bos_taurus	Mammals	Yes	GCF	denovo	cowDenovo__Unknown__TRINITY_DN18834_c3_g1_i1.p1		cowDenovo__Unknown__TRINITY_DN22950_c0_g1_i1.p1	cowDenovo__Unknown__TRINITY_DN18834_c3_g1_i1.p1	cowDenovo__Unknown__TRINITY_DN11642_c0_g1_i1.p1	cowDenovo__Unknown__TRINITY_DN8518_c0_g1_i1.p2	cowDenovo__Unknown__TRINITY_DN8518_c0_g2_i3.p3		cowDenovo__Unknown__TRINITY_DN413_c0_g1_i5.p1	cowDenovo__Unknown__TRINITY_DN1029_c0_g1_i5.p1	3.0	3.0	2.0
sheep	Ovis_aries	Mammals	No	GCF	annotated	sheep__MAF__XP_027833450.2	sheep__MAFA__XP_027829230.1	sheep__MAFB__XP_012044596.3	sheep__NRL__XP_042108879.1	sheep__MAFF__XP_042103658.1	sheep__MAFG__XP_042112177.1	sheep__MAFK__XP_027817076.1	sheep__OTX1__XP_042101940.1	sheep__LOC101106129__XP_004020461.2,sheep__LOC114118382__XP_027834964.1,sheep__OTX2__XP_042108500.1	sheep__CRX__XP_012045975.3	4.0	3.0	3.0
cat	Felis_catus	Mammals	Yes	GCF	annotated	cat__MAF__XP_023101135.2	cat__MAFA__XP_023104341.2	cat__MAFB__XP_023107022.1	cat__NRL__XP_023111367.1	cat__MAFF__XP_023113493.1	cat__MAFG__XP_019673944.2	cat__MAFK__XP_044903301.1	cat__OTX1__XP_044910197.1	cat__OTX2__XP_003987729.1	cat__CRX__XP_044901347.1	4.0	3.0	3.0
cat	Felis_catus	Mammals	Yes	GCF	denovo	catDenovo__Unknown__TRINITY_DN44643_c3_g1_i3.p1		catDenovo__Unknown__TRINITY_DN25123_c0_g2_i1.p1	catDenovo__Unknown__TRINITY_DN44643_c3_g1_i3.p1	catDenovo__Unknown__TRINITY_DN2726_c0_g1_i3.p1	catDenovo__Unknown__TRINITY_DN2726_c0_g2_i3.p1		catDenovo__Unknown__TRINITY_DN3222_c0_g1_i1.p1	catDenovo__Unknown__TRINITY_DN1413_c0_g1_i8.p1	catDenovo__Unknown__TRINITY_DN1955_c0_g1_i6.p1	3.0	2.0	3.0
dog	Canis_familiaris	Mammals	Yes	GCF	annotated	dog__MAF__XP_038394157.1	dog__MAFA__XP_038411032.1	dog__MAFB__XP_038427303.1	dog__NRL__XP_038399950.1	dog__MAFF__XP_038407500.1	dog__MAFG__XP_038402227.1	dog__MAFK__XP_038395595.1	dog__OTX1__XP_038407327.1	dog__OTX2__XP_038399965.1	dog__CRX__NP_001003049.1	4.0	3.0	3.0
dog	Canis_familiaris	Mammals	Yes	GCF	denovo	dogDenovo__Unknown__TRINITY_DN271073_c0_g1_i1.p1					dogDenovo__Unknown__TRINITY_DN8598_c0_g1_i1.p1			dogDenovo__Unknown__TRINITY_DN931_c0_g1_i16.p1	dogDenovo__Unknown__TRINITY_DN931_c0_g1_i16.p1	1.0	1.0	2.0
ferret	Mustela_furo	Mammals	No	GCF	annotated	ferret__MAF__XP_004754127.3	ferret__MAFA__XP_044930139.1	ferret__MAFB__XP_012908766.2	ferret__NRL__XP_004755334.1	ferret__MAFF__XP_004743278.1	ferret__MAFG__XP_004748742.1	ferret__MAFK__XP_044931115.1	ferret__OTX1__XP_004742108.1	ferret__OTX2__XP_012911979.1	ferret__CRX__XP_004767515.1	4.0	3.0	3.0
treeShrew	Tupaia_belangeri	Mammals	No	Custom	annotated	treeShrew__MAF__TSDBTID.15625.1	treeShrew__MAFA__TSDBTID.8045.1	treeShrew__MAFB__TSDBTID.5231.1	treeShrew__NRL__TSDBTID.22451.1	treeShrew__MAFF__TSDBTID.24461.1		treeShrew__MAFK__TSDBTID.12800.2	treeShrew__OTX1__TSDBTID.7135.1	treeShrew__OTX2__TSDBTID.21986.1	treeShrew__CRX__TSDBTID.18795.1	4.0	2.0	3.0
